id,user_task_challenge_id,image_url,created_at,updated_at,deleted_at
44,UT0063,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719041142/task_images%2BUT0063/i8txas5ivef9aunmsq1s.jpg,2024-06-22 07:25:42.637,2024-06-22 07:25:42.637,
45,UT0064,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719041184/task_images%2BUT0064/lpv75pznt2y2p8jzfglm.jpg,2024-06-22 07:26:24.932,2024-06-22 07:26:24.932,
46,UT0065,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719041288/task_images%2BUT0065/hcxanfuwf8y4u51s9qz7.jpg,2024-06-22 07:28:09.141,2024-06-22 07:28:09.141,
47,UT0066,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719041342/task_images%2BUT0066/qowimunlgbmkctkqubg7.jpg,2024-06-22 07:29:02.645,2024-06-22 07:29:02.645,
48,UT0049,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719041823/task_images%2BUT0049/owkcasskjvdlp3ufagvq.jpg,2024-06-22 07:37:03.993,2024-06-22 07:37:03.993,
49,UT0067,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719042534/task_images%2BUT0067/iwrsxvjewz9zftac5rbt.jpg,2024-06-22 07:48:54.607,2024-06-22 07:48:54.607,
50,UT0068,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719042602/task_images%2BUT0068/b6k1iglrwaxsscyhvvkx.jpg,2024-06-22 07:50:02.818,2024-06-22 07:50:02.818,
51,UT0069,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719042836/task_images%2BUT0069/j9keqvg128evnul0mzu2.jpg,2024-06-22 07:53:56.938,2024-06-22 07:53:56.938,
52,UT0070,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719047491/task_images%2BUT0070/ceyhxdithenhqh8ptbav.jpg,2024-06-22 09:11:32.294,2024-06-22 09:11:32.294,
53,UT0071,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719047707/task_images%2BUT0071/kvdduvb5fjc1yrfnenlj.jpg,2024-06-22 09:15:07.442,2024-06-22 09:15:07.442,
54,UT0072,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719052813/task_images%2BUT0072/itu0wgndgrhbrxrnazzi.jpg,2024-06-22 10:40:14.075,2024-06-22 10:40:14.075,
55,UT0074,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719063665/task_images%2BUT0074/bjlj8w0pmqj6x6stwz7x.jpg,2024-06-22 13:41:05.863,2024-06-22 13:41:05.863,
56,UT0075,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073406/task_images%2BUT0075/wloi84dlkhatzo0enpbn.jpg,2024-06-22 16:23:27.132,2024-06-22 16:23:27.132,
57,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073800/task_images%2BUT0076/yw41ih5gfzecdhjq1umd.jpg,2024-06-22 16:30:11.331,2024-06-22 16:30:11.331,
58,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073801/task_images%2BUT0076/dtokpjhxf3ovsxzfsx1q.jpg,2024-06-22 16:30:11.331,2024-06-22 16:30:11.331,
59,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073801/task_images%2BUT0076/luc5etafxztycy3vfftw.jpg,2024-06-22 16:30:11.332,2024-06-22 16:30:11.332,
60,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073803/task_images%2BUT0076/jgnkvjp2smkfuksoebvm.jpg,2024-06-22 16:30:11.332,2024-06-22 16:30:11.332,
61,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073804/task_images%2BUT0076/boyfltq0y0ndh5itubve.jpg,2024-06-22 16:30:11.333,2024-06-22 16:30:11.333,
62,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073805/task_images%2BUT0076/stjuf6metp0qirrq3xmv.jpg,2024-06-22 16:30:11.333,2024-06-22 16:30:11.333,
63,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073806/task_images%2BUT0076/i3f2vgfzsbqypzswmyjt.jpg,2024-06-22 16:30:11.334,2024-06-22 16:30:11.334,
64,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073807/task_images%2BUT0076/nbdghkntkdsccbojs2nq.jpg,2024-06-22 16:30:11.336,2024-06-22 16:30:11.336,
65,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073808/task_images%2BUT0076/hpt9ltycpo2abhapqany.jpg,2024-06-22 16:30:11.336,2024-06-22 16:30:11.336,
66,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073808/task_images%2BUT0076/flcuekueu9g3mhppzhud.jpg,2024-06-22 16:30:11.337,2024-06-22 16:30:11.337,
67,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073809/task_images%2BUT0076/ac2huwzwj13mjzfgryu3.jpg,2024-06-22 16:30:11.338,2024-06-22 16:30:11.338,
68,UT0076,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719073810/task_images%2BUT0076/txiurpnsxnxyogmpluc6.jpg,2024-06-22 16:30:11.338,2024-06-22 16:30:11.338,
69,UT0078,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719083181/task_images%2BUT0078/tzkfffxyegqvveqeaprv.jpg,2024-06-22 19:06:23.993,2024-06-22 19:06:23.993,
70,UT0078,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719083182/task_images%2BUT0078/redn0jglbrcq7m2egeka.jpg,2024-06-22 19:06:23.994,2024-06-22 19:06:23.994,
71,UT0078,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719083183/task_images%2BUT0078/d2gfz9bq1ttcofcocgt1.jpg,2024-06-22 19:06:23.995,2024-06-22 19:06:23.995,
72,UT0079,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719083284/task_images%2BUT0079/dpi8uttk0j7snhg7cuyy.jpg,2024-06-22 19:08:06.745,2024-06-22 19:08:06.745,
73,UT0079,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719083285/task_images%2BUT0079/jf6usphsfhbit0ya1aqu.jpg,2024-06-22 19:08:06.746,2024-06-22 19:08:06.746,
74,UT0079,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719083286/task_images%2BUT0079/mmnxnhkjopx69bslbbro.jpg,2024-06-22 19:08:06.746,2024-06-22 19:08:06.746,
75,UT0080,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719118177/task_images%2BUT0080/alrcyuwu2wob5ddj8pq5.jpg,2024-06-23 04:49:40.184,2024-06-23 04:49:40.184,
76,UT0080,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719118178/task_images%2BUT0080/k4ds2kaqbkpxcjq6zkfk.jpg,2024-06-23 04:49:40.184,2024-06-23 04:49:40.184,
77,UT0080,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719118178/task_images%2BUT0080/jkw8r2yhuojkw5gdocvz.jpg,2024-06-23 04:49:40.185,2024-06-23 04:49:40.185,
78,UT0080,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719118179/task_images%2BUT0080/zo9nif0hgrsu1y8axobq.jpg,2024-06-23 04:49:40.185,2024-06-23 04:49:40.185,
79,UT0080,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719118179/task_images%2BUT0080/xcwv7n2ybmbatsuxjgdc.jpg,2024-06-23 04:49:40.186,2024-06-23 04:49:40.186,
80,UT0073,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719122679/task_images%2BUT0073/flnf4ziy1j8safvguzdf.jpg,2024-06-23 06:04:40.263,2024-06-23 06:04:40.263,
81,UT0081,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719123351/task_images%2BUT0081/ns12yvvn5h6upy11175r.jpg,2024-06-23 06:15:52.329,2024-06-23 06:15:52.329,
82,UT0082,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719123610/task_images%2BUT0082/pkwhovgs3uas3gdrp4jq.jpg,2024-06-23 06:20:10.783,2024-06-23 06:20:10.783,
83,UT0083,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719124660/task_images%2BUT0083/r2rvcv5gkf984s1r1ynq.jpg,2024-06-23 06:37:41.122,2024-06-23 06:37:41.122,
84,UT0084,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719125182/task_images%2BUT0084/fhtimwt3pjlatlo4nesu.jpg,2024-06-23 06:46:22.372,2024-06-23 06:46:22.372,
85,UT0085,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719125792/task_images%2BUT0085/du6ptytbhrda1d0zecku.jpg,2024-06-23 06:56:33.323,2024-06-23 06:56:33.323,
86,UT0086,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719133433/task_images%2BUT0086/telao4s0zzrvkbjscioo.jpg,2024-06-23 09:03:53.577,2024-06-23 09:03:53.577,
87,UT0087,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719134556/task_images%2BUT0087/zk8cjvitfhaqctmlt1wc.jpg,2024-06-23 09:22:36.563,2024-06-23 09:22:36.563,
88,UT0088,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719134785/task_images%2BUT0088/jjnqkpq0o2svypo0ea2w.jpg,2024-06-23 09:26:26.100,2024-06-23 09:26:26.100,
89,UT0089,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719134910/task_images%2BUT0089/rt3qv3rqre0ast6kgq4g.jpg,2024-06-23 09:28:30.956,2024-06-23 09:28:30.956,
90,UT0090,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719135890/task_images%2BUT0090/qpdjoppo7vcddpiw7nzm.jpg,2024-06-23 09:44:50.544,2024-06-23 09:44:50.544,
91,UT0091,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719136142/task_images%2BUT0091/tstrjiftpzv6mm7aothc.jpg,2024-06-23 09:49:02.661,2024-06-23 09:49:02.661,
92,UT0092,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719141716/task_images%2BUT0092/zoynrcby4716kcfdigay.jpg,2024-06-23 11:21:57.066,2024-06-23 11:21:57.066,
93,UT0095,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719147065/task_images%2BUT0095/i886bc1jszh8qrvtvc6o.jpg,2024-06-23 12:51:05.548,2024-06-23 12:51:05.548,
94,UT0096,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719155507/task_images%2BUT0096/yqxke3cpqclzhlqcdw2q.jpg,2024-06-23 15:11:48.485,2024-06-23 15:11:48.485,
95,UT0096,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719155508/task_images%2BUT0096/baylbzkblt5j0ioslnkc.jpg,2024-06-23 15:11:48.485,2024-06-23 15:11:48.485,
96,UT0098,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719209135/task_images%2BUT0098/onqrllfsv1ceu9cmftgo.jpg,2024-06-24 06:05:36.124,2024-06-24 06:05:36.124,
97,UT0100,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719211778/task_images%2BUT0100/nm9s1bigqkez1b7cqbix.jpg,2024-06-24 06:49:39.366,2024-06-24 06:49:39.366,
98,UT0101,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719214178/task_images%2BUT0101/olu8w2d8mwkpip1nus1s.jpg,2024-06-24 07:29:38.503,2024-06-24 07:29:38.503,
99,UT0103,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719235281/task_images%2BUT0103/qdrua7ja15dq236jo8fh.jpg,2024-06-24 13:21:22.468,2024-06-24 13:21:22.468,
100,UT0104,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719304490/task_images%2BUT0104/tj380l0iw8tgnfzef3jx.jpg,2024-06-25 08:34:50.753,2024-06-25 08:34:50.753,
101,UT0105,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719305880/task_images%2BUT0105/qmbyvhhtyrisx9sd2o1o.jpg,2024-06-25 08:58:00.561,2024-06-25 08:58:00.561,
102,UT0102,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719321041/task_images%2BUT0102/x0weykyvgt3vmskajxri.jpg,2024-06-25 13:10:41.938,2024-06-25 13:10:41.938,
103,UT0099,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719321105/task_images%2BUT0099/qmf4074mymwgg9xrlaso.jpg,2024-06-25 13:11:45.625,2024-06-25 13:11:45.625,
