id,type,created_at,updated_at,deleted_at
88938e8b-2fe9-434a-8295-2d57cd7c1d4a,plastik,1988-06-29 08:03:09,1989-04-19 17:24:35,2024-04-04 06:57:11
95b2aa1a-5859-4403-902c-0bcdd7eb6449,kertas,2006-09-26 01:54:52,1983-10-16 12:21:09,2024-05-14 08:05:34
4b70bc0d-5c62-49cc-afa3-ae59c3d825ac,kayu,1972-06-09 23:05:01,1999-05-30 17:34:54,2024-04-30 09:35:15
f8c474d9-aac6-4525-89fa-dc8adc869ab7,limbah berbahaya,2013-08-27 17:23:33,1984-01-05 04:32:03,2024-01-08 13:30:18
44ee8f9d-0b77-4a43-80db-4688dc8c7e7b,sisa makanan,2003-10-03 21:27:24,2018-12-10 16:17:01,2024-04-18 05:05:21
a5660363-9712-4802-aade-675fcf47d39a,limbah beracun,1988-10-28 18:23:28,2005-10-10 06:55:57,2024-04-25 02:32:11
30301416-00ee-42f5-b864-5a9c13c30fe4,kertas,1983-11-29 13:19:03,1991-10-13 06:17:35,2024-04-01 17:16:40
8817a7f2-078a-498c-ae09-311d65fbdeb2,tak terdeteksi,2001-02-09 13:31:46,2002-12-17 15:03:28,2024-04-23 00:34:15
b5c8ab6e-033e-4ab7-9a8d-e91abedc0cc6,sisa makanan,1975-01-28 23:26:58,2002-08-09 13:53:42,2024-01-24 05:22:34
196d1d77-879c-4e29-8da6-c35531d775c1,tak terdeteksi,2023-10-12 07:54:26,2010-05-31 14:52:37,2024-03-20 02:24:51
cfb6246e-2ea9-4be3-8fa0-453523d0543d,kertas,1990-08-26 09:10:03,1999-09-23 03:37:50,2024-04-28 12:06:03
5c92c0cc-d683-4c62-838e-77ec024eb6f7,besi,1998-11-18 09:36:31,2002-06-01 11:32:46,2024-02-11 02:42:25
2ba8ac76-118d-460e-9ab1-8a890c1d10e2,limbah beracun,2003-11-18 12:49:04,1985-11-21 14:48:25,2024-05-26 17:20:02
f05315ec-ad2e-4c87-82e9-5ac13ac19179,kaca,2023-10-31 15:45:41,2008-07-26 14:06:34,2024-05-20 14:21:22
f259f041-89b4-46bc-8b2b-65e874319174,baterai,1976-06-15 19:57:37,2011-09-06 10:52:42,2024-01-11 01:08:08
b1ce6c1c-02ea-4b25-a395-29dc498b6015,kertas,2008-05-02 12:46:42,2011-12-04 06:16:36,2024-02-08 23:06:50
01f99954-3949-48f2-84b3-ed28b4b9147f,kertas,1997-05-21 14:32:20,1974-04-13 22:01:58,2024-06-02 21:10:08
fc393114-3b42-4507-851c-a433738024c5,baterai,2020-06-26 04:37:39,1973-09-03 11:29:54,2024-02-03 08:32:56
9360dc42-e366-486a-a198-f85cbd76a7c0,kaca,1971-04-02 10:22:44,1987-07-07 06:23:05,2024-05-17 11:01:06
2be58f92-08f2-4a5a-9267-d074d289664a,kertas,1999-04-03 02:04:31,1981-09-20 04:02:01,2024-03-18 12:23:45
b37c5eff-6bf6-4174-b97a-78678c573df7,tak terdeteksi,2024-03-17 04:57:30,2001-05-06 09:18:36,2024-01-04 12:15:36
861451e7-0b99-43a4-bb88-53d33c6c0df4,plastik,2001-02-20 03:10:22,1975-03-08 23:22:39,2024-05-04 13:31:51
a18e610c-ed12-4174-91c2-42d06aa11a74,plastik,1970-06-02 10:01:49,2012-02-07 09:32:41,2024-04-14 06:47:01
c85cc0eb-3951-4eae-9dd1-db3ea888646e,besi,2017-03-20 03:39:59,2018-10-21 06:35:11,2024-02-22 05:37:50
d2f15a09-9a02-470e-bec8-59571f421e71,baterai,2001-07-06 06:52:17,2017-05-22 01:18:11,2024-02-29 23:44:15
c40279e3-7eed-450b-b514-f2b02f2a60bd,limbah berbahaya,1996-02-02 18:04:31,2004-12-25 05:36:50,2024-01-22 00:17:45
da45912a-04f7-4d8c-99c0-f307ecc20524,tak terdeteksi,1981-05-08 14:29:23,2024-01-01 20:43:34,2024-03-12 12:45:18
6fece24c-8e85-45a6-9bdd-869b36aff7a4,limbah beracun,1997-03-05 12:44:46,1990-01-24 00:11:18,2024-05-02 12:05:31
9f31ac2e-8918-4832-aabc-19acc156e79f,tak terdeteksi,2003-01-26 03:33:46,1973-05-30 15:38:19,2024-04-03 21:08:49
3410313b-7a59-499f-9103-4a32e0062017,sisa makanan,2005-07-29 15:10:40,2019-12-22 20:40:34,2024-03-17 00:49:02
1eaaf116-db1f-444c-9ee5-b7c46bb85642,kertas,2002-05-17 23:37:40,1991-03-11 11:57:03,2024-04-23 17:27:15
0a7f0720-64f7-4647-999c-8eb26d865ef5,limbah beracun,1982-10-14 22:15:18,2014-03-08 08:11:40,2024-04-09 11:58:59
af5e7cfc-ba19-4932-8272-cae6e0b108e3,kaca,1973-07-13 06:00:42,1971-08-26 12:04:40,2024-05-13 23:48:32
8c02b86f-80ad-4f5c-99a7-f028f5c93e84,kayu,2014-10-16 03:57:22,2014-02-14 11:49:21,2024-02-08 16:57:21
21f9a23f-5142-4b72-b6ab-17a1c770505c,limbah beracun,1989-11-26 06:54:44,1984-03-31 15:59:23,2024-04-02 16:21:49
092e37b3-8934-462a-964b-6c773be5926e,kertas,2005-06-12 17:26:39,2003-07-03 08:36:31,2024-03-04 01:25:46
0e66ae23-0c62-4c6c-a6fd-704aa3ca8d34,sisa makanan,1989-02-13 23:21:23,1987-07-31 08:01:35,2024-03-18 07:04:21
9f96ccb4-364e-4692-b0fc-ff887871eb94,limbah berbahaya,2008-04-27 21:47:06,2015-10-20 02:38:35,2024-01-26 09:09:38
2280bd33-6835-49c9-a0f0-a06eadf5e5ef,plastik,1972-08-02 23:31:38,1985-08-07 14:58:32,2024-01-21 05:09:40
b23e83e9-68a6-413e-b3c2-c61a6047118b,plastik,2014-06-27 13:44:26,2008-02-20 07:00:18,2024-01-15 03:29:42
0abcbb2a-aea8-42a1-bed9-3da0e36910e3,plastik,1987-03-23 03:42:36,1993-07-29 17:58:51,2024-02-22 09:54:10
a05dc43b-dc08-4c88-a27c-be6e8ce0f47f,sisa makanan,2018-01-11 13:50:52,2012-02-07 04:55:52,2024-02-11 11:13:09
9d5f9b51-9662-4ff0-80ab-3184f5d4e94a,limbah berbahaya,1975-05-04 00:14:42,2022-10-09 18:30:54,2024-06-06 04:52:34
92fbe2cd-67bc-44ee-9e2d-c6133341006d,limbah berbahaya,2004-10-31 21:52:42,1983-05-04 22:13:04,2024-06-04 22:58:38
fc0909ea-7d5c-4e18-ab14-bc4e991873fb,kayu,1971-12-07 19:21:03,1981-05-15 15:30:02,2024-04-11 16:15:21
d93f8706-9f52-43b2-8d23-d0d08fcc24b9,tak terdeteksi,1993-02-03 14:43:23,1974-03-24 22:27:49,2024-05-02 14:21:28
46436345-a32c-4689-bbe7-60382ad4f585,baterai,2023-10-22 01:23:07,1989-11-26 07:06:42,2024-01-13 12:54:05
e12cef58-cfcd-447a-aff5-300447cdb21f,kayu,1973-07-04 16:35:01,1977-03-06 16:12:28,2024-01-19 18:16:30
33eb2a84-533c-48cf-8fda-4afbf1731a63,kertas,2018-10-24 11:44:59,1983-05-25 05:28:49,2024-04-17 10:37:25
84c3ffbd-57ee-43e5-9fa2-6a640b723e53,sisa makanan,2007-04-08 13:16:26,2016-06-25 07:17:31,2024-05-31 21:11:44
e0ec8fd1-e051-4b81-bba4-77b5c613f5c4,kayu,2002-03-26 08:13:12,1981-07-31 11:04:21,2024-04-24 07:15:57
21772124-ca75-4f45-93cd-f6cf796270b2,limbah beracun,1978-05-18 17:36:09,1980-06-04 10:49:34,2024-03-22 14:23:07
dea54f33-46e9-4731-a77b-5c1a693e6b82,baterai,1994-09-21 21:51:07,1975-05-12 05:17:54,2024-01-28 11:47:40
e6010d69-995d-40a5-80e7-c96255b41ed3,limbah berbahaya,1972-01-25 01:45:53,2021-07-22 23:40:29,2024-03-18 07:26:01
835b7a2c-a601-4069-81bc-8bb54a8b37dc,besi,1983-12-29 21:41:04,2004-12-12 10:52:04,2024-02-07 01:13:19
f6ebec1a-5adf-42c8-aa72-270d10fc6a62,kaca,1978-03-26 17:38:27,1980-02-12 20:25:50,2024-03-07 05:15:20
99552920-0f21-4b6c-816c-14eec99b3790,kayu,1983-03-09 21:27:39,2011-05-25 18:22:57,2024-02-14 14:39:51
03eeba16-1af1-4fb6-8fc3-bba874588e40,tak terdeteksi,1999-06-03 20:50:04,2000-03-17 09:00:16,2024-02-20 10:38:34
e2002252-2a3d-47dd-9b72-e652ad7e69aa,baterai,2003-09-12 11:36:57,2015-03-30 00:26:47,2024-04-11 20:25:03
d8531fff-9b85-47fe-bf8a-7bf01c4784bb,plastik,1981-07-20 23:46:31,2001-05-03 22:32:40,2024-02-09 03:29:57
8276151b-aa94-49a7-8c60-4182bd490345,besi,1994-02-12 01:55:15,1991-03-31 10:50:01,2024-04-04 19:04:35
873ec477-ee7e-4c51-9b3a-b49d0d243fdd,tak terdeteksi,2019-08-12 03:32:26,2000-07-02 23:58:56,2024-02-23 12:29:35
7addebab-f824-4a45-be30-54937a8d7821,baterai,1972-12-15 21:24:50,1989-01-19 08:13:31,2024-01-11 08:15:38
9ce2ec34-cec4-41cc-9968-5501ceebb60f,kaca,1996-11-20 09:24:01,2024-03-05 16:21:45,2024-02-27 09:22:57
66da067e-33de-43af-b27b-4c8f00a6d9c3,limbah beracun,1996-02-13 23:26:42,2020-07-12 20:35:05,2024-02-23 21:12:41
4b2ba72d-fd2c-4a1a-bca6-13ed6204bed5,tak terdeteksi,1982-04-23 05:27:11,1973-01-21 12:15:51,2024-04-18 05:52:37
4b63b7d0-eb4e-4b07-9a32-65eefb67bcda,tak terdeteksi,1972-12-28 03:24:23,2007-02-15 13:49:35,2024-04-20 10:25:12
a086fec5-66fb-4a78-baaa-43f5bae4916d,kayu,2008-06-02 23:01:53,1981-07-19 13:55:17,2024-02-05 18:23:43
42e526b4-4979-4c24-a140-d29c0bfa99ac,kayu,1996-09-12 17:07:42,1985-06-30 03:15:23,2024-04-26 10:28:27
bc8b8383-de12-411d-92d7-d28f946c392f,tak terdeteksi,1995-11-08 16:08:20,1996-01-03 23:38:38,2024-02-10 17:28:47
95c4928c-dd6d-46ae-937b-9ba51933fc24,plastik,2012-10-21 14:10:01,1971-10-20 13:37:45,2024-05-10 15:18:51
af5feaba-d12f-4835-b51c-80ba0eea1b6d,sisa makanan,1972-07-17 05:11:32,1993-07-14 21:16:02,2024-01-05 03:48:21
0a758468-98cc-4777-9011-d34659855ffd,baterai,1993-05-06 20:37:06,1989-11-13 11:26:39,2024-04-12 20:48:56
b6a384b7-be9a-4efe-babc-54591ab1be7e,kertas,1994-01-02 10:22:02,2005-03-29 19:02:14,2024-02-22 19:20:25
32640061-70b4-4163-9553-b82c3cea3800,kayu,1981-07-16 03:33:14,2016-11-16 17:46:03,2024-05-03 06:16:18
09683b44-fb8e-41a6-be7a-d0de72094bbe,kaca,1983-05-21 20:57:59,1992-02-29 13:31:13,2024-01-08 16:46:25
65f64035-bcbf-4445-8d31-3de330812470,baterai,1988-01-09 00:08:10,2010-07-19 08:27:23,2024-01-14 04:36:19
9aedb6a6-b7eb-4d7a-9562-f42adcd4e194,sisa makanan,1980-09-01 19:42:31,1972-05-19 11:31:03,2024-01-12 14:34:00
f62d7bde-ce50-4a2b-9972-84788580db9c,sisa makanan,2017-03-04 03:09:33,1980-08-17 16:47:18,2024-05-09 15:25:59
75ba5a49-a0a0-45e8-b2c6-5b288f7be1ba,limbah berbahaya,1989-05-22 16:34:11,2019-05-22 22:22:16,2024-05-05 11:59:22
bfd06a67-2067-4c8f-adbb-27318c106a91,limbah berbahaya,1991-01-18 08:12:13,1974-02-24 02:26:32,2024-05-29 15:18:15
6be35670-fd79-4060-a926-fd23a29f9ca2,plastik,1983-01-17 09:21:51,1986-08-24 20:44:34,2024-03-21 19:47:19
13f0eafe-e6de-4458-b06b-35c078db163c,limbah beracun,1994-12-30 17:19:55,2001-07-10 22:20:49,2024-02-16 06:33:54
09c967cb-aa8d-44e5-a670-7c081be65245,limbah berbahaya,2023-09-01 20:25:53,2004-03-02 01:35:52,2024-01-22 08:17:00
4bceaeff-cc53-45dc-9b04-c3e350542c2a,kayu,1983-07-09 21:14:49,1975-05-23 18:10:55,2024-01-16 12:30:09
fdde3654-59e6-4978-b7f9-ddf99f02f592,besi,2002-05-12 07:28:08,1995-01-28 15:28:27,2024-02-08 17:29:18
972e0b20-6226-4502-9221-eec746e60dd2,kertas,1974-05-21 21:00:18,2010-10-17 00:35:16,2024-04-07 15:10:17
e4031ea0-b830-4ac2-8965-dae6ebcc4fee,tak terdeteksi,1996-08-03 23:01:59,1996-07-14 20:54:16,2024-05-23 05:44:41
08ba2497-26b4-4618-88d7-d83ebd7cc843,plastik,1988-01-03 23:56:21,1986-11-12 00:29:30,2024-01-02 17:12:23
814326ae-0ed4-44e0-a6c1-7e6f1689c5eb,kayu,1991-08-06 03:47:59,2008-08-24 18:18:39,2024-04-27 23:09:16
f7d5bbf9-59e4-4c09-87f5-dd84a9388ab4,tak terdeteksi,1979-08-24 11:17:10,2012-01-12 00:34:54,2024-02-07 18:10:53
ca6621df-ec65-4b95-aa83-3d790b09cb90,limbah beracun,1993-01-16 13:21:57,1974-04-11 05:49:33,2024-05-28 13:28:48
f638b0bf-16f9-43db-b3ee-2717dfa874f7,baterai,1991-12-07 12:04:28,1983-10-20 20:49:00,2024-04-04 00:36:36
1e5f6dcc-cd62-432d-b749-1e18fbc321a2,tak terdeteksi,1992-12-10 18:08:14,1976-03-04 13:04:44,2024-03-15 19:54:36
30f173bc-9226-47dc-b3fb-faee56ca7516,baterai,1988-04-25 16:29:45,1996-03-08 19:44:51,2024-06-07 10:25:46
94f861a7-3107-457a-b4ae-669786777462,kertas,2013-10-28 04:40:04,1996-02-09 15:09:08,2024-04-06 09:34:49
00960a96-a15d-4dd6-ad3c-8a50ab49b126,besi,2023-10-08 07:11:58,2006-05-17 09:49:25,2024-01-09 08:27:57
a5b7ba67-02ab-42b0-9726-ee0b887219dd,kaca,1970-10-02 09:43:08,1974-01-20 13:18:36,2024-03-01 08:12:37
637ddbd5-553b-4eb6-b50b-f3c7163cc919,kertas,2017-05-17 19:03:55,1973-11-19 16:13:21,2024-05-20 20:47:17
604f2e3a-78cf-4f16-838c-9a3e616727ab,plastik,2003-04-11 12:20:15,1992-06-24 21:47:43,2024-04-01 18:15:23
b28b9df9-6498-4960-b624-bbc63772d68e,baterai,2019-03-07 23:10:39,1989-04-11 05:57:13,2024-03-11 16:14:38
704028e9-521f-408f-9b52-f7685c173eb5,limbah berbahaya,1972-01-18 02:13:09,2018-06-04 08:36:43,2024-04-08 19:58:15
bd5599fc-70c7-40b1-90a0-88c2e7752e6a,plastik,2006-08-13 15:33:12,2008-10-13 14:47:29,2024-06-05 11:30:51
8ff89946-9ba7-4281-b102-f9498ef54a1b,besi,1995-07-07 06:06:57,1991-05-15 17:11:07,2024-05-31 19:22:14
0d8b3c7a-864f-4915-b950-3fe7b7c1662d,limbah berbahaya,1974-06-09 16:08:48,2020-06-29 14:24:34,2024-01-11 22:43:58
b927ad4d-f1c1-473b-8db8-3b551c0214ac,limbah berbahaya,2006-05-23 06:38:48,1971-02-24 22:11:52,2024-04-24 05:48:57
efdbd964-d4d6-4f8b-948b-e281ee74109a,plastik,2021-03-23 05:48:55,1984-11-09 07:04:28,2024-03-30 00:44:34
f542b545-ee93-4082-8419-55bf15e95d06,baterai,1984-12-29 12:57:50,1978-07-02 10:45:44,2024-04-01 05:27:40
ce197795-8e29-486d-a3d1-142881a4b4c5,limbah berbahaya,1997-06-27 18:14:38,1991-04-09 09:18:27,2024-01-04 20:53:06
506a74ab-59ea-4490-a3ea-4e96b0819a6a,kayu,1981-04-26 03:43:58,1995-10-22 16:49:59,2024-05-22 00:53:58
edaf290d-e3e8-4867-9081-6b821564587f,plastik,1995-05-16 23:33:13,1984-08-31 17:25:04,2024-05-01 16:08:04
465dbbf3-9e14-445b-84f9-b1bb8e257b9e,kayu,2023-05-19 01:08:23,2004-10-10 02:53:36,2024-03-07 11:09:35
1fa66588-8927-4d25-a250-76b35cd47a86,baterai,1973-08-05 16:59:00,2015-09-07 19:45:07,2024-05-07 19:17:33
aaf8c6a0-8a56-48f8-93f2-5d1b2f209787,baterai,2013-02-06 06:51:35,2005-11-29 21:53:06,2024-05-11 10:48:51
7a9554de-7de3-41a7-924f-d3fa4df11ca8,kaca,2014-03-16 01:56:54,1986-08-14 19:56:13,2024-04-30 11:55:34
a6245436-ed18-4909-8973-ee76a228c3b3,besi,1973-09-07 09:25:28,1985-07-04 18:43:23,2024-05-22 09:14:42
8dca5d23-125a-4744-bc69-88301bb338cc,kaca,1980-08-11 09:11:42,1986-12-25 09:45:00,2024-03-14 22:25:34
9b04e45b-3ccf-49dc-bb13-6fe7ed827b7c,sisa makanan,1975-07-23 05:31:27,1995-03-17 08:49:13,2024-05-20 14:46:35
8573cc62-3ca0-4039-b95d-61a19618938f,kertas,1981-06-27 00:57:15,1996-01-03 00:36:33,2024-02-09 05:04:10
8a1d04a0-77a4-4b61-a232-b06a359f354f,tak terdeteksi,2011-01-31 22:21:49,2002-10-27 06:44:42,2024-01-31 04:09:25
9cdfcb4e-4943-4624-a0d8-6c24d6c3fb15,kertas,1997-06-17 05:44:28,1996-09-19 01:11:28,2024-02-24 10:03:53
4d0ddb7f-a0f9-40f9-973f-8aaa6243e4c6,kaca,1976-07-17 23:49:11,1981-10-06 20:31:03,2024-04-17 16:20:37
e14f97f4-26db-4f4f-947b-6f37547bf5c4,kertas,1995-04-21 08:05:51,2011-06-05 02:13:53,2024-03-31 00:33:54
724e6cab-3619-49ef-b1c9-50a1a1e55766,kaca,2004-08-12 05:08:46,1990-10-10 05:57:24,2024-03-05 04:00:13
dfca746c-eea9-4f20-84ea-97e4d5e0e0c8,kaca,1988-06-03 19:02:46,2002-11-28 13:41:55,2024-03-04 08:28:17
6c82b39e-ad21-4bea-978f-386d9711f5a0,kertas,2008-07-22 19:20:45,1980-06-11 15:39:22,2024-05-12 15:43:38
c8e4f026-f72a-4382-b9b2-dce4b3906fd4,kaca,1988-12-20 10:16:16,1970-03-13 06:55:14,2024-04-07 21:23:37
819a4410-9276-47b6-8896-150f3d753942,plastik,1994-05-21 13:40:35,1982-11-12 05:59:08,2024-04-03 13:03:08
0a57cf88-b977-4bde-9e0f-af78f347bc9e,kertas,2022-08-31 10:30:10,1980-03-30 18:08:24,2024-04-11 09:17:53
872e712f-8c13-439d-807b-3235e32037d1,tak terdeteksi,1971-02-17 20:57:54,1976-10-12 05:03:07,2024-06-08 08:31:13
280bb0db-4224-4a24-bf93-e4ebe5d52fb5,sisa makanan,1995-03-26 10:20:50,1975-02-14 23:04:19,2024-04-04 04:14:49
ba53b524-b49d-4d0c-a4ba-f3d1d1922baa,kayu,2009-01-04 17:41:39,1993-09-20 20:25:47,2024-06-03 08:31:40
58e3943d-07c8-49fd-a30c-cf1e2707138f,kayu,2008-11-20 12:05:42,2005-01-11 20:45:28,2024-01-21 15:14:46
f7512879-d798-4c06-bee9-f3508ebd9304,baterai,1973-09-12 07:06:20,1998-08-07 04:26:33,2024-03-09 00:30:56
f8f7993a-e852-4f75-a778-932b11a58187,besi,2009-12-13 22:04:03,1974-09-29 19:08:41,2024-05-18 06:12:08
f0b4526e-9191-4bd8-95ef-19964b0666dd,kertas,1976-06-20 17:08:09,1993-09-01 08:10:01,2024-04-12 22:36:47
