id,report_type,waste_type,title,description,status,reason,created_at,updated_at,deleted_at
74e93716-ca2a-4eb7-93c7-b83d1a087ca0,rubbish,"sampah basah, sampah kering",Voluptatum iste deleniti ex inventore excepturi molestias.,"Tempore occaecati et. Aut ad deleniti. Officia quas quas non eius nisi cumque ut.
Porro velit ratione.",reject,Animi veritatis debitis debitis rem. Voluptatem cum iste cupiditate facere sequi tempore natus.,2023-06-30 17:54:26,2021-12-27 02:48:55,2024-06-10 08:49:32
98a1a4ea-5b8b-4a37-861b-ab8888176a62,rubbish,sampah kering,Sapiente cupiditate cupiditate.,Aliquam consequatur illum repellat earum deserunt. Quas voluptatem quidem nulla quas laboriosam fuga. Ut perspiciatis voluptas tempora eligendi iure.,reject,"Ea veniam ipsam aliquid nihil sed. Minus dolores repellat corporis ex sit.
Possimus laudantium voluptatum iusto quisquam in. Sit corrupti inventore impedit ex neque nobis consequatur.",1996-02-03 21:47:13,2005-08-03 18:01:43,2024-03-14 19:28:48
9a76d02d-71f4-400e-ac6b-84794d5b1621,rubbish,sampah basah,Nihil cupiditate voluptas perspiciatis soluta asperiores.,Deleniti corporis facilis explicabo aperiam corporis. Inventore vitae facere aspernatur.,approve,"Atque rem magnam dolore quaerat soluta. Unde quam itaque aut esse molestiae.
Sunt possimus voluptate illo necessitatibus consequatur veniam. Corporis placeat vero dolore molestiae ex architecto.",2015-07-08 02:34:03,2009-06-06 15:08:16,2024-01-21 17:01:58
5c2e8ecc-ee6f-4f04-891b-6b2e5d9e0c6b,littering,anorganik,Dolorem nam minus labore sapiente vero.,"Cumque consectetur qui officiis nam iusto sequi. Delectus repudiandae maxime nobis ratione assumenda aperiam.
Dolores est quia nihil officiis omnis. Quo ut totam fugit.",approve,"Velit qui laudantium itaque ullam reprehenderit. Assumenda dolorum accusamus laboriosam eligendi architecto. Minus nemo perspiciatis eaque distinctio.
Veniam itaque cumque quibusdam ut minima quod.",2010-09-14 14:15:15,1983-03-18 12:16:12,2024-05-01 19:45:51
20cb1744-8bbf-4c0c-a6b9-a65371ef897b,rubbish,sampah basah,Laboriosam autem eius deserunt reiciendis exercitationem.,"Officiis nulla doloremque. Porro quas aut corrupti porro. Et facilis minus explicabo doloremque corporis enim.
Inventore libero voluptas saepe qui sint. Dolor ad molestiae aperiam distinctio animi.",reject,Tempora error aspernatur fuga laudantium cupiditate sapiente quaerat. Itaque rem odit ducimus vel nobis. Reiciendis cumque at occaecati illum nulla eum.,1987-02-19 13:17:26,2022-12-28 12:39:25,2024-04-24 19:58:39
8e1bd6ce-c917-4f89-9728-6f277b14f950,littering,anorganik,Deleniti aut dolore mollitia perspiciatis.,Enim aliquid consequatur provident repudiandae nihil quos. Ipsam amet minima dolorum dignissimos exercitationem repudiandae. Asperiores officiis molestiae sunt molestiae.,approve,Tempora debitis autem eum excepturi. Iusto culpa maiores exercitationem voluptate. Sint adipisci enim iste.,1982-06-24 01:31:36,2014-10-10 10:45:47,2024-05-21 08:48:20
c6147aae-a46a-440a-bfb2-83057e3dc5a6,littering,berbahaya,Sint hic asperiores aut.,Explicabo ullam assumenda. Ut dolore odio reiciendis consectetur.,approve,Commodi id ipsa officia nulla quo nulla. Nam necessitatibus recusandae sunt officia velit. Perferendis accusantium accusantium incidunt odit ullam illum.,1981-06-20 22:22:18,1976-10-28 20:25:48,2024-02-10 04:56:52
c8eab155-75a0-415e-8f96-63f389a82aea,rubbish,sampah kering,Iusto sint corporis quia illo vitae.,Exercitationem quaerat ducimus occaecati voluptate quod aliquam veniam. Soluta soluta laudantium odio dolore sequi illo consequuntur.,need review,Aliquid sequi provident laboriosam nesciunt. Tenetur modi maxime natus nemo nostrum temporibus. Inventore impedit aut nostrum maxime officia doloremque.,2015-02-12 14:11:26,2009-05-25 02:02:43,2024-05-27 05:35:42
6ff634a1-706e-45c4-92b0-11ea17df840e,rubbish,sampah kering,Ratione soluta magni accusantium.,"Vel totam ipsa culpa. Earum eveniet animi iusto cumque. Vero voluptate cum exercitationem.
Animi optio rem ipsam. Illo id saepe animi.",reject,"Eligendi nesciunt explicabo consequatur. Quis temporibus nam illum. Dicta laborum cumque nostrum.
Porro blanditiis quam nulla optio possimus soluta quas. Ex quod nemo minima unde nemo.",1975-09-10 17:30:03,1982-09-05 15:53:59,2024-01-19 06:28:51
87482ebc-42a7-4302-9bd7-8294327037c5,littering,berbahaya,Eum magnam repellendus molestias pariatur possimus.,Possimus quia ab deserunt iusto veniam magni. Animi velit officia explicabo voluptate et molestiae. Quia officia unde nihil.,need review,"Sit suscipit repellat nemo. Dolor provident eveniet explicabo ducimus.
Totam non sunt. Nisi temporibus voluptatibus repudiandae occaecati.",1981-07-18 18:14:39,1985-03-30 13:42:10,2024-04-18 04:42:57
a829174e-5063-44fc-aace-9160f1ebb03f,littering,organik,Harum ipsum reprehenderit corporis.,Expedita quisquam vitae vero reiciendis vel. Cumque dicta minima dolore illo perspiciatis molestiae. Deleniti qui porro facere porro deleniti repudiandae. Tenetur incidunt facilis.,need review,"Esse accusantium iste deleniti quos voluptatem aspernatur.
Odit culpa unde tempore molestias aut. Inventore minus sunt delectus fuga nihil odio. Eveniet fuga velit cum deserunt.",1989-04-07 15:56:45,1989-09-24 02:30:03,2024-05-20 12:43:23
89298ea6-729f-4eba-b15e-f21bd1578975,rubbish,sampah basah,Eaque nobis voluptates quod qui.,A nemo perspiciatis repellat ad molestias repudiandae. Iusto ad maiores. Pariatur incidunt consequuntur veritatis aliquid.,need review,Aliquam sit delectus quasi iure recusandae adipisci voluptatum. Qui rem illum nihil consequatur. Ut vitae omnis totam sapiente delectus.,2017-03-20 22:51:26,1991-08-18 16:48:09,2024-04-01 20:35:25
edcab117-6c53-4657-8b13-d9485bb09117,rubbish,sampah basah,Fugit dolores maiores consequatur molestiae.,Adipisci laborum eos soluta. Ea porro autem ipsam.,need review,Alias ex cum id alias nulla. Culpa quam quaerat sed. Molestiae ipsa voluptatem natus non et sunt harum.,2000-12-11 04:05:03,1973-09-17 06:51:19,2024-02-22 00:02:46
7016acec-d787-4d93-bddf-c79306ea82d4,rubbish,sampah basah,Blanditiis nesciunt id ratione sint illum.,At id consequatur velit repellat consectetur. Itaque deserunt corrupti deserunt mollitia sed eligendi. Velit expedita dolores aliquid pariatur tempore ea.,need review,Ipsam repudiandae soluta deleniti in incidunt aut eos. Magnam aliquid minus ducimus. Ipsa possimus quisquam hic veniam adipisci. Id suscipit harum placeat veniam.,2006-09-23 05:49:55,1979-08-18 01:21:36,2024-02-14 05:56:38
acabd755-ad88-4354-8fa2-6410deae40b3,littering,anorganik,Eaque atque voluptatibus eius perferendis iure ipsam.,Corrupti hic ab beatae distinctio. Dolore amet quasi at optio fugit similique. Mollitia itaque enim consectetur adipisci.,reject,Aliquid laudantium fuga aspernatur soluta perspiciatis et. Fuga veniam possimus officia at ullam libero optio.,1979-01-21 00:44:05,1976-07-27 04:26:32,2024-04-08 19:49:21
764e95ca-8906-4932-8f3c-0427d745f99a,littering,organik,Expedita ipsum officia rem.,Atque optio pariatur veritatis quisquam. Cum fugit est nulla recusandae. Exercitationem velit iure eaque temporibus illum. Eos velit aliquam dolor placeat fuga quae.,reject,"Cupiditate molestias assumenda cum doloribus. Inventore mollitia quod expedita voluptate.
Alias a iure qui similique. Omnis ex deserunt esse mollitia numquam nisi. Rem consequuntur omnis aperiam.",2003-09-26 01:07:08,2003-12-31 05:48:37,2024-06-04 23:14:22
3e2ba9a6-d8a4-4439-bf1b-5512a679d6d2,littering,organik,Adipisci quod voluptatum facilis assumenda sapiente placeat.,"Nostrum impedit optio in. Totam ea voluptatibus tempore velit nostrum.
Veniam dolor exercitationem corrupti possimus atque. Iusto enim unde similique neque perferendis aut impedit.",need review,Dicta consectetur suscipit dicta accusamus. Quae labore vel quam architecto. Quasi iure eveniet molestias aut dicta.,1984-06-02 16:07:18,2000-10-29 00:31:53,2024-05-19 14:12:13
568b1534-b834-4c21-9fe6-6e5cb41eac1d,rubbish,sampah kering,Iusto consequuntur voluptate error vero.,Totam expedita distinctio quibusdam excepturi placeat.,approve,Doloremque hic modi odio dolore quidem. Aspernatur non sapiente autem quas nisi. Odio officia voluptatum voluptatem impedit quae.,2005-12-09 06:49:58,1995-03-23 09:52:19,2024-01-21 10:06:44
6020f7f3-b29b-4c53-8c7a-126e5b5d7e2a,littering,anorganik,Rerum reprehenderit placeat est.,Eos suscipit dolor ex vero. Perspiciatis tempore sed nam. Dolorem explicabo adipisci totam rerum eius minus non.,reject,Excepturi aspernatur dolore molestiae. Odit ab totam blanditiis vel. Dolorem consequatur modi labore atque occaecati.,1994-05-12 14:08:31,1989-08-28 04:29:02,2024-06-06 08:55:22
623a5d28-0661-425e-9a9e-6a667bdda2e6,littering,berbahaya,Voluptatem voluptatem ipsa totam.,Dolore natus rerum. Magni similique natus magnam laudantium maiores vitae. Ab quo soluta eius.,reject,"Rerum ratione quos. Cumque sunt doloremque minima voluptas totam illum.
Voluptatem magnam delectus ducimus fuga. Culpa libero maxime doloribus. Rem placeat enim repellat.",1973-08-16 18:35:44,1993-09-18 04:47:19,2024-01-27 15:16:23
b44741a3-ba6b-4b15-8732-c20738d9aebe,rubbish,sampah basah,Consequuntur vero impedit.,"Illum doloremque non sequi deserunt pariatur in fugiat. Voluptatibus error nesciunt ipsum dignissimos eligendi deserunt inventore.
Corrupti quia aspernatur occaecati laborum facere.",reject,"Animi necessitatibus deserunt. Quia nam error amet. Itaque sint reprehenderit repellendus cumque rerum sed.
Ut facere voluptas eaque ipsa. Perspiciatis magni numquam illum rem alias.",1973-08-30 06:26:50,2023-02-06 20:32:03,2024-01-10 19:31:30
7afb9d2d-8e41-4002-8da2-de4197f1aab2,rubbish,sampah basah,Amet officiis sequi laboriosam repellendus repellendus.,Numquam magnam necessitatibus ex voluptate perferendis. Dolorum temporibus dolorum vel quisquam maiores vel. Officia corrupti distinctio asperiores suscipit.,reject,"Alias facilis eveniet nostrum. Dolore ut odio nobis veritatis.
Iusto in culpa necessitatibus a. Assumenda voluptatum consequuntur quidem. Reiciendis eum dolorum aut quasi in eius.",2007-09-24 01:16:20,2015-10-02 22:14:45,2024-05-13 19:52:43
c07c9527-e95f-49d1-9f27-a811c7a97bde,rubbish,sampah kering,Fugit veritatis excepturi vitae.,Tempore sapiente maxime illo reiciendis. Similique maiores sint perspiciatis eligendi nemo. Adipisci voluptas tempore deserunt nostrum.,reject,Reiciendis incidunt maiores nihil. Non autem molestiae dolores saepe tempora.,2002-02-28 01:12:46,1999-08-20 00:06:16,2024-05-27 09:36:02
748b8efe-c9e2-4115-bb70-aba02f3da9da,rubbish,"sampah basah, sampah kering",Ipsa possimus consequuntur omnis magnam molestias nobis.,"Ipsam ipsa beatae assumenda omnis dicta. Doloribus eligendi debitis delectus velit placeat minus.
Dolor maiores eaque vero eligendi velit. Fuga in modi atque dicta sit.",reject,Nostrum corporis tenetur animi. Doloribus neque optio earum aliquam. Alias nesciunt illo nisi. Deleniti voluptatem non.,1991-10-09 00:02:13,2010-08-14 06:22:32,2024-01-18 18:33:56
d86151c3-1832-45c6-b6f7-205b7dc39dc1,littering,anorganik,Aut blanditiis quibusdam.,Nemo fugit cupiditate aliquid delectus sequi laborum. Maxime aliquam commodi adipisci. Doloremque sapiente accusantium.,reject,Facilis atque consequuntur itaque eum. Esse similique aperiam rerum illo aspernatur soluta.,2010-07-15 03:27:21,1991-10-01 17:59:48,2024-02-15 00:31:39
c843a84b-6af7-42df-95fd-29f19303c51b,rubbish,"sampah basah, sampah kering",Autem earum iste dolor.,Temporibus a in suscipit hic. Molestiae animi nulla cupiditate veniam incidunt tempora.,need review,"Magni ut atque nihil consequatur sunt. Deserunt veniam animi quam.
Vitae sapiente consequuntur.",2011-10-06 13:43:39,2012-09-15 07:05:23,2024-05-01 12:07:50
37c29b7c-3565-47dc-b599-a9f9fde0417b,littering,organik,Dignissimos esse quam facere velit assumenda.,Iure quod ducimus ab numquam sequi nemo repellendus. Corporis quam voluptate eos iste deserunt. Nobis possimus libero excepturi nemo vero accusantium amet.,need review,Rerum explicabo maiores reprehenderit. Esse reprehenderit nesciunt laboriosam a ullam soluta molestiae. Nisi eos voluptatem modi eaque saepe.,2017-11-20 00:27:33,2014-10-07 22:55:26,2024-04-01 22:17:54
34e3f9d7-f227-4d30-84be-cff3e0d96198,rubbish,sampah kering,Soluta sed illo dignissimos.,"Facilis non fugit libero illo optio ad. Dolorum ullam vitae labore tempore corrupti.
Delectus ducimus aliquam rem. Sapiente reiciendis odit fugit.",need review,"Natus illum perferendis cum vel placeat numquam. Enim quam enim ullam dolorem sit.
Nobis cum porro nesciunt inventore error reprehenderit. Facilis cum ad consectetur consectetur aspernatur.",1984-10-10 22:55:55,2003-08-16 22:08:43,2024-06-09 11:01:15
25532fd5-e230-4455-b1f3-4cf7307feaae,rubbish,sampah basah,Numquam facilis autem.,Laborum eos assumenda dolore dicta magni. Deserunt quia deserunt aperiam earum quam impedit. Cum officiis officia blanditiis numquam impedit dignissimos.,need review,"Eos hic eum fugiat. Dignissimos fugit laborum facere debitis. Tempore cum minima accusantium. Doloremque minima non voluptatum incidunt.
Quo voluptas quibusdam perspiciatis.",1999-11-29 10:24:25,1970-06-03 09:40:02,2024-01-10 20:21:09
0407367c-5e40-4f7c-8ce7-756de851452c,littering,organik,Unde rerum voluptates repudiandae corporis itaque quibusdam minus.,Debitis nisi corrupti dolorem adipisci doloribus. Fuga reprehenderit minus.,need review,"Tempore error suscipit quis. Doloribus quos cum impedit aperiam. Dolorem quod qui recusandae.
Atque ipsam illum animi sunt aut nesciunt placeat.",1986-02-27 20:05:37,2016-08-29 22:05:58,2024-03-02 18:08:39
e1368ede-4329-462c-a04d-9a6ccb47d309,littering,berbahaya,Adipisci corporis vitae quam excepturi voluptas.,"Quaerat pariatur hic dolores. Optio eaque quisquam aperiam esse.
Nam consequuntur est laudantium doloribus. Atque cupiditate repellendus iste quis quasi. Fugit ut cupiditate quae veniam atque nulla.",reject,Magnam suscipit soluta dolorum doloremque. Ipsam quam cumque. Laboriosam iste provident nam.,2000-05-27 19:51:19,2019-03-19 06:09:31,2024-04-23 05:56:51
cd903c6d-c788-42d8-aad0-c92134297606,littering,anorganik,Adipisci voluptatibus aliquid ex tenetur odit.,Exercitationem nihil quia. Quia magnam quaerat sint eveniet.,reject,"Excepturi eius distinctio. Laudantium numquam dolores incidunt fugiat. Accusantium ipsa laborum harum cumque.
Minima consequatur minima suscipit. Doloribus aliquam provident vitae aut facere.",1982-09-03 16:06:09,2012-07-28 17:40:40,2024-03-05 07:22:05
68e98e86-31df-4ef6-8dc2-d6183f88572a,rubbish,"sampah basah, sampah kering",Ab ullam quaerat accusamus in officia.,Hic omnis facere assumenda eius iste. Voluptas molestias illum veritatis sequi nisi eveniet.,approve,Perspiciatis perspiciatis voluptates quas. Facilis ducimus repellat nulla reprehenderit eos. Accusamus sed dicta qui.,2017-06-15 06:37:52,2007-12-20 06:47:17,2024-02-14 06:58:22
c8343556-4469-4328-be82-80b6dad67ec3,littering,organik,Ut labore vero repellat.,"Velit ab rerum. Vero dolores quidem magnam sed.
Laborum dolorem culpa molestiae repudiandae. Fugit nobis maiores nobis quae. Minus animi quasi rerum autem a recusandae.",approve,Eveniet perferendis velit autem dicta minima voluptatibus consequatur. Quam enim fugit omnis ipsum ipsum quaerat.,1996-01-24 02:49:11,2009-12-10 18:14:20,2024-05-25 20:20:05
79243da9-a381-4e19-8b43-39b70ba23d97,littering,berbahaya,Voluptatibus porro laudantium ullam adipisci.,Tempora tempore omnis cum. Dolore doloribus numquam. Inventore sed amet quidem velit.,approve,Voluptatem placeat debitis saepe eligendi consequuntur dolor iusto. Magni labore fugit cumque laboriosam.,1993-03-15 07:03:39,1989-02-24 10:14:43,2024-03-16 01:38:45
6afae467-6050-4440-b7bb-19668fdb7ceb,littering,organik,Minima sunt natus tempore numquam possimus.,"Quo enim vel nam sunt qui. Earum tempore animi qui fugiat aliquid.
Dignissimos autem laboriosam unde ab. Incidunt mollitia qui perferendis.
Vitae in placeat natus quo.",approve,Provident iure odit porro velit ut optio explicabo. Dicta explicabo optio tenetur possimus neque. Nam earum unde exercitationem consequuntur.,1985-02-18 22:17:27,2019-08-03 11:02:38,2024-01-05 20:14:28
e64bc6ef-9849-4ba3-bd78-9c74aa7d24b2,rubbish,sampah basah,Dolorum animi ducimus quo.,Iure laborum commodi totam molestiae. Natus perferendis beatae repudiandae distinctio debitis rerum. Exercitationem odit nostrum nam similique magnam id. Numquam neque cumque a nobis.,approve,Illo quod earum labore harum amet tempore. Accusantium distinctio reiciendis ratione quibusdam voluptate nobis. Quis ducimus fuga corrupti. Esse nulla quidem quaerat exercitationem id provident.,1990-11-28 22:54:43,1988-02-19 05:00:11,2024-03-12 02:31:34
92cf6651-4ef4-4eb9-8f05-7b7b15306ed8,littering,anorganik,Nesciunt corporis eaque necessitatibus ad numquam laborum.,Maiores dolorem officiis asperiores. Quisquam ipsum possimus possimus nam repellat. Sunt aspernatur nisi pariatur asperiores ea.,approve,Hic inventore vitae asperiores vero nulla. Beatae molestias aperiam a magni deleniti facilis. Neque architecto aspernatur officia.,2016-11-15 07:36:19,1976-01-27 02:30:09,2024-05-03 12:53:59
ea23c544-0a26-40d9-b8d9-bed9906aad0d,rubbish,sampah basah,Rerum eius architecto.,"Inventore repellendus rerum amet sed soluta. Ratione harum dolorum magnam eum. Ipsum minima suscipit provident.
Ullam dicta magni quo fugit. Libero iure ipsum a neque harum.",reject,Optio explicabo maiores quo. Quia et ipsum praesentium eaque libero voluptatibus. Voluptatum fuga magnam nostrum quia quaerat quasi.,1975-10-20 06:32:30,2008-01-04 10:11:19,2024-01-11 14:18:47
cc4f86e9-226c-463b-872e-3bf0c7577649,rubbish,sampah basah,Itaque veniam quis ab error eius.,"Ullam at veritatis aliquid esse.
Voluptate rem dolore fugit beatae odit aut provident. Maxime ipsam sapiente in eligendi ab esse quos.",need review,"Nam velit illum maiores. Nulla saepe possimus dolorem cumque qui dolorum. Ducimus cum laboriosam possimus minima consequatur nihil esse.
Officia sit molestiae eligendi molestias occaecati.",2015-09-16 00:45:16,2006-07-11 12:15:30,2024-06-02 08:08:25
3faa2aba-06c3-4ed8-b6e6-c1b0eca3a4d9,littering,berbahaya,Culpa alias necessitatibus quas cupiditate a molestiae.,"Pariatur saepe quia molestias perspiciatis tempore quisquam. Expedita vero dolorum quos suscipit aliquam. Sequi adipisci nulla odio.
Voluptate voluptas minima laudantium enim eaque aut.",need review,"Provident numquam placeat explicabo aliquam eaque eum. Eius earum laborum nam voluptatem non quas.
Nulla odio unde eos veniam cupiditate. Unde reiciendis esse quam maxime beatae.",1994-12-11 07:51:55,1983-02-04 14:47:20,2024-04-06 18:13:25
40898986-fa18-475f-acd7-9632cc492598,rubbish,sampah kering,Voluptate perferendis unde aperiam.,A quod enim porro ipsum iste. Accusamus harum animi libero tempora dolorem necessitatibus eos.,need review,Sequi libero illo debitis eos velit nesciunt. Sequi vero quas vitae fugiat rem.,2022-03-04 19:21:47,2000-06-23 02:53:52,2024-03-26 10:53:42
05e983ca-21f3-4862-88b2-d79ead6d5aa5,rubbish,"sampah basah, sampah kering",Temporibus eos nam mollitia.,Omnis aperiam quo iure occaecati laboriosam magnam. Nulla iusto ad recusandae rerum. Soluta nisi alias autem.,need review,"Tempore atque mollitia cupiditate dolorum ipsam. Minima ad nulla excepturi est eius.
Laborum at temporibus a earum voluptas.",2020-12-30 22:18:50,1976-07-17 13:54:22,2024-02-29 02:52:56
69989a49-08bd-4446-a457-5e39415a2fb9,rubbish,"sampah basah, sampah kering",Placeat dolorem vitae placeat.,"Quaerat tenetur blanditiis sit natus reiciendis error. Nisi id dolore quaerat cumque.
Unde unde dolore. Occaecati impedit necessitatibus modi accusantium asperiores.",reject,"Quaerat necessitatibus commodi quas. Ut ad doloribus iusto.
Sit mollitia sapiente tempore ad id. Repellat omnis dolorum ipsa. Harum nesciunt numquam amet at incidunt.",1990-07-14 20:10:59,2013-01-27 10:57:11,2024-02-28 01:17:27
3cfe395c-d0e1-4e10-aeda-baf75455f645,rubbish,"sampah basah, sampah kering",Dolorum error libero.,"Assumenda enim commodi.
Beatae omnis natus consequatur exercitationem in. Ipsum ducimus quos maxime.
Non fugit nemo. Dolor aliquam ipsum. Eligendi sit beatae numquam.",approve,Blanditiis ab quibusdam facilis adipisci. Quas ipsa doloremque consequuntur a ex culpa. Dolore est suscipit sapiente nihil minima.,1996-06-16 22:02:55,2002-04-13 18:26:08,2024-02-23 17:38:20
068a3e66-a248-411c-9847-eb7835010a07,rubbish,sampah basah,Cumque recusandae itaque iste consequatur.,"Eius tempora praesentium mollitia odit sunt voluptatibus aliquam. Soluta iste maxime reprehenderit illo totam dolore. Suscipit eius sequi enim.
Doloribus eius a maxime a. Suscipit magnam eveniet.",approve,"Dicta ad assumenda harum sapiente fuga molestias. Sed illum rerum asperiores fugit.
Quas ut necessitatibus nemo in. Fugit et voluptate amet.",1970-05-26 14:52:32,1979-08-10 21:41:41,2024-02-25 02:22:55
95e14148-8131-48fe-9118-55b36a25e399,rubbish,"sampah basah, sampah kering",Ad omnis labore dignissimos vel deserunt.,"Consequuntur rem provident est eius quod maxime. Iste ad hic commodi. Pariatur possimus quam mollitia ipsa.
Deserunt consequuntur repellendus.",reject,Iste deserunt repellendus iure aliquam sint aperiam. Repudiandae facere placeat magni nesciunt omnis laborum quas. Minima quam magnam quod occaecati optio minus quam.,2014-03-10 11:00:24,2004-08-14 04:04:36,2024-04-20 18:48:08
5b863cbb-2496-42ee-806e-37bfb6080d7f,littering,berbahaya,Modi impedit eum dolores magnam odio.,"Modi quibusdam culpa nesciunt maiores. Dignissimos sed illo ullam.
Animi quibusdam totam quibusdam repellat. Optio doloremque temporibus harum nemo sequi aspernatur.",approve,Ab consectetur doloribus animi accusamus atque aliquid. Atque voluptatibus accusamus ut natus odio.,2004-04-15 16:05:42,1977-11-29 15:25:21,2024-01-26 18:20:39
fa73b254-c0ce-45fb-b320-e35cd20bfc95,littering,organik,Aliquid nobis delectus quo.,Culpa blanditiis veniam nemo voluptatum pariatur ratione. Dolores sed quam rerum iusto officiis deserunt. Quia at accusantium delectus velit.,need review,Minima nisi exercitationem in vel. Quis adipisci repellendus provident beatae fuga nulla.,2018-07-08 12:51:45,2024-03-13 22:06:58,2024-02-21 11:15:19
a35020ed-2e3a-4b05-93ef-6a33621f2ab5,littering,organik,Veniam eius vero dolorum maxime nobis.,Eaque earum maiores incidunt quam repudiandae. Nam ex enim amet. Incidunt facere fugiat culpa eius quo.,reject,"Asperiores animi porro quas consequuntur.
Ipsam earum praesentium hic. Cupiditate animi tempore incidunt.",1991-07-10 05:31:21,1972-09-21 11:38:20,2024-01-15 12:27:57
