id,longtitude,langtitude,address,city,province
1996,-37.275026,19.411105,"Jalan Rawamangun No. 97
Pagaralam, KU 18096",Tebingtinggi,Jawa Barat
9000,-98.258023,-77.4099655,"Gang Lembong No. 703
Parepare, MU 47213",Tarakan,Maluku Utara
4875,-118.294907,14.7232775,"Gang Tubagus Ismail No. 4
Padang, Jambi 22111",Bukittinggi,Kalimantan Timur
424,-34.385864,44.026324,"Gg. K.H. Wahid Hasyim No. 59
Kendari, Kalimantan Utara 50428",Blitar,Aceh
6452,-151.623237,-16.6087055,"Jl. Abdul Muis No. 237
Serang, Bengkulu 74954",Tegal,Kalimantan Timur
9455,165.442002,25.1322035,"Gg. Dipenogoro No. 7
Batu, JI 72263",Batam,Sumatera Barat
1505,143.789470,-28.109950,"Gang Wonoayu No. 55
Tangerang, KS 20538",Cirebon,Jambi
9574,-21.432236,85.688277,"Jl. KH Amin Jasuta No. 32
Bima, BT 72219",Solok,Kalimantan Barat
576,137.112584,20.124470,"Gg. Lembong No. 051
Banda Aceh, SG 06041",Bima,Sulawesi Tenggara
5629,-173.619762,67.9473175,"Gang Jend. Sudirman No. 625
Purwokerto, Kepulauan Bangka Belitung 38471",Blitar,Lampung
5641,56.526372,17.1669875,"Gg. Pelajar Pejuang No. 1
Pematangsiantar, SN 98217",Kotamobagu,Papua
714,-168.173367,58.0228405,"Gg. Jend. Sudirman No. 1
Sabang, SU 59180",Palembang,Nusa Tenggara Timur
9245,-8.253593,-45.565270,"Gang Erlangga No. 762
Binjai, NT 14331",Bima,Riau
1242,-126.372408,66.158292,"Jalan Kapten Muslihat No. 556
Magelang, BA 06691",Kendari,Gorontalo
4823,-0.341104,-53.925872,"Gg. Asia Afrika No. 2
Tual, Gorontalo 33147",Pangkalpinang,Jawa Tengah
747,-38.797612,-1.685968,"Jalan Kutai No. 68
Bandar Lampung, NB 34228",Kota Administrasi Jakarta Pusat,Sumatera Barat
1921,68.538776,3.9344135,"Gg. Raya Setiabudhi No. 495
Tangerang, LA 27719",Palangkaraya,Kepulauan Bangka Belitung
3764,178.915115,40.4544025,"Gg. Bangka Raya No. 733
Banjar, ST 95598",Magelang,DKI Jakarta
7386,153.215523,12.9240915,"Jalan Gegerkalong Hilir No. 638
Tebingtinggi, BE 14993",Palu,Kepulauan Riau
3394,131.336807,56.4025145,"Jl. Kutisari Selatan No. 81
Palembang, SG 62428",Padangpanjang,Sumatera Utara
5627,-78.922296,-17.636716,"Gang Bangka Raya No. 976
Bontang, KT 21757",Sabang,Lampung
6238,157.340420,86.581853,"Jalan Astana Anyar No. 9
Cilegon, Kepulauan Bangka Belitung 13190",Binjai,Kepulauan Riau
4487,106.696285,60.1027185,"Gg. Kebonjati No. 66
Sabang, JT 06329",Tegal,Sulawesi Selatan
648,-90.420611,-60.1864375,"Gang Joyoboyo No. 2
Pekalongan, JK 03518",Meulaboh,Kalimantan Tengah
6098,-125.364683,74.5304555,"Gg. Rajiman No. 5
Pagaralam, ST 46102",Bandar Lampung,Kepulauan Riau
8139,-74.723911,82.9182935,"Gg. Abdul Muis No. 39
Mataram, SS 67432",Cilegon,Lampung
9047,-113.703701,-79.836016,"Jalan Tubagus Ismail No. 4
Jayapura, SR 88039",Tangerang Selatan,Kalimantan Timur
829,57.358062,-64.902235,"Gang Soekarno Hatta No. 803
Banjar, Jawa Tengah 71758",Banjarbaru,Jawa Tengah
8311,129.685380,44.9475085,"Gg. K.H. Wahid Hasyim No. 66
Lubuklinggau, Sumatera Selatan 24524",Kota Administrasi Jakarta Timur,Kalimantan Utara
6473,16.373492,-26.183436,"Jl. Ciumbuleuit No. 237
Bukittinggi, Banten 42926",Tarakan,Kalimantan Timur
6076,60.177086,-53.330190,"Jl. Asia Afrika No. 127
Manado, Maluku 89939",Tebingtinggi,Nusa Tenggara Timur
1358,4.055986,60.5556285,"Jl. Cikapayang No. 3
Metro, LA 38658",Parepare,Jawa Barat
3949,10.392462,-0.6130405,"Jl. Kutai No. 4
Solok, Bengkulu 86376",Bekasi,Sumatera Utara
7394,67.215089,59.2864425,"Jalan Rungkut Industri No. 173
Sawahlunto, JT 99349",Palopo,Sumatera Utara
7802,29.310218,-85.6594655,"Gg. Kiaracondong No. 12
Kota Administrasi Jakarta Selatan, KI 34158",Jambi,Sulawesi Selatan
8134,69.319860,-83.332352,"Jalan Ciumbuleuit No. 8
Tarakan, Sulawesi Utara 57510",Bekasi,Bengkulu
7807,160.829563,85.382149,"Gang Rawamangun No. 2
Bogor, GO 16960",Batu,Jambi
2916,80.344780,18.9935975,"Jalan Sukajadi No. 74
Sukabumi, PB 75192",Kota Administrasi Jakarta Utara,Maluku Utara
8791,170.515954,70.563686,"Jalan Wonoayu No. 31
Bengkulu, SR 29764",Kediri,Riau
4106,141.932721,26.317122,"Gang Kendalsari No. 0
Kupang, SG 11132",Kediri,Sulawesi Barat
6551,-97.560416,-1.3182025,"Jl. Cihampelas No. 78
Metro, Nusa Tenggara Barat 34938",Sukabumi,Papua
293,21.665500,-79.9943415,"Gg. Abdul Muis No. 465
Sorong, Aceh 78152",Padangpanjang,Jambi
7876,-89.450314,39.467879,"Gang R.E Martadinata No. 9
Serang, RI 24507",Bukittinggi,DKI Jakarta
8988,-1.120362,12.979809,"Gg. Cikapayang No. 3
Tual, Kepulauan Bangka Belitung 48840",Kota Administrasi Jakarta Barat,Kalimantan Timur
9734,145.229236,30.559456,"Gang R.E Martadinata No. 2
Bogor, Bali 73079",Mojokerto,Jambi
8062,-2.448481,-11.817244,"Jalan K.H. Wahid Hasyim No. 72
Metro, ST 89748",Cirebon,Sumatera Barat
4964,28.892084,-40.612628,"Jl. Jend. Sudirman No. 92
Sibolga, Sulawesi Selatan 93331",Salatiga,Lampung
1266,178.811387,-20.0515715,"Jalan Merdeka No. 2
Batu, Aceh 60832",Serang,Kalimantan Utara
