id,users_id,reports_id,waste_materials_id,location_reports_id,count_reporting
9248,2889,305bcbca-da6f-4700-83dd-7392420fcddd,b9575c14-04c4-496d-9ef9-ad9dfdac7e50,3052,22
8765,4370,230c7a73-04b0-4a7e-82a1-d7830fec0b58,46436345-a32c-4689-bbe7-60382ad4f585,6428,17
7425,1127,70dd3044-92e3-457d-8823-1349374de6b7,0a57cf88-b977-4bde-9e0f-af78f347bc9e,1365,41
969,5364,c8eab155-75a0-415e-8f96-63f389a82aea,3410313b-7a59-499f-9103-4a32e0062017,491,81
1464,152,53dab308-0ccf-45ac-af7f-0fcf851bab7b,95b2aa1a-5859-4403-902c-0bcdd7eb6449,6551,56
9810,777,02d5ba4a-8f03-4a39-819b-7d0d0f9219e3,2be58f92-08f2-4a5a-9267-d074d289664a,1711,18
5670,443,4dfa499a-5a0a-4eac-82ef-3861f8b574c5,092e37b3-8934-462a-964b-6c773be5926e,9289,22
5585,1152,c9a209da-5904-4185-9533-20cbc81c3fc5,6fece24c-8e85-45a6-9bdd-869b36aff7a4,5268,64
1485,7554,c6147aae-a46a-440a-bfb2-83057e3dc5a6,99552920-0f21-4b6c-816c-14eec99b3790,9047,56
4251,3967,c6147aae-a46a-440a-bfb2-83057e3dc5a6,4bceaeff-cc53-45dc-9b04-c3e350542c2a,8134,19
1850,6405,55704774-5f7d-48bd-8754-105a3570a45a,dea54f33-46e9-4731-a77b-5c1a693e6b82,9047,39
26,3367,ec2da328-8820-4624-a2d9-4a5642464526,e2750ead-b915-48c5-9ce6-f0ffb6edaaee,8093,14
3156,2991,1d2755b4-1520-4db6-8917-d9e6f95e3372,f638b0bf-16f9-43db-b3ee-2717dfa874f7,9289,23
8870,6403,c618f03f-20ac-400b-8487-4729d2269e93,09c967cb-aa8d-44e5-a670-7c081be65245,5205,56
4604,5153,5b863cbb-2496-42ee-806e-37bfb6080d7f,2a25f8b7-754d-4e21-ba4c-8c6346f31187,1928,39
2783,5978,6c1a4e83-6ffa-446b-89a9-90d900ee0723,f8c474d9-aac6-4525-89fa-dc8adc869ab7,7511,48
