id,waste_material,created_at,updated_at,deleted_at
962c3624-438e-47bb-9292-db98318c53b6,plastik,2024-06-19 01:48:23.184,2024-06-19 01:48:23.184,
96b85a58-4c6b-481d-b6d4-a1169185c893,baterai,2024-06-15 13:03:37.612,2024-06-15 13:03:37.612,
9709c461-d54f-444b-bed2-133b6b818c51,limbah beracun,2024-06-15 13:03:37.871,2024-06-15 13:03:37.871,
9716760d-76b0-4518-9dd0-8b2b18f87628,tak terdeteksi,2024-06-15 13:03:37.781,2024-06-15 13:03:37.781,
9809ab68-a549-4712-ac1b-b9488717c2d7,sisa makanan,2024-06-15 13:03:37.745,2024-06-15 13:03:37.745,
99b1fbb6-a9ea-4e30-862a-0aa29d22bc2a,limbah berbahaya,2024-06-15 13:03:37.498,2024-06-15 13:03:37.498,
9c4ab7cf-c557-4fba-89cd-0345bf0b0cde,plastik,2024-06-19 03:52:42.078,2024-06-19 03:52:42.078,
9daeb632-ffd3-481d-8045-6ceb0535e471,kaca,2024-06-15 13:03:37.777,2024-06-15 13:03:37.777,
a11b23f6-3b59-4464-b3f8-f054448b5f25,kaca,2024-06-19 04:20:58.506,2024-06-19 04:20:58.506,
a1477f79-53ef-40eb-8bda-f6866aafa067,plastik,2024-06-18 19:02:23.146,2024-06-18 19:02:23.146,
a19c28f9-a41f-4f9f-b1df-71e33c034c3a,kertas,2024-06-18 19:09:34.596,2024-06-18 19:09:34.596,
a5a28bc2-718a-4020-a847-3248af020877,kertas,2024-06-15 13:03:37.441,2024-06-15 13:03:37.441,
a5f75db2-326e-46a7-9cd8-3aff315c0782,kaca,2024-06-15 13:03:37.437,2024-06-15 13:03:37.437,
a7f695f9-f6d7-4956-b5a4-36e97278e02c,plastik,2024-06-15 13:03:37.854,2024-06-15 13:03:37.854,
a8dc1e4b-d1b9-4e11-949c-89fba8ba0302,kayu,2024-06-15 13:03:37.571,2024-06-15 13:03:37.571,
a9e37be5-dfbc-468a-ae0f-2e9c48c5ab60,besi,2024-06-15 13:03:37.825,2024-06-15 13:03:37.825,
aa0b60b2-c2f3-4fcc-b11c-67dddf6c6acb,tak terdeteksi,2024-06-15 13:03:37.475,2024-06-15 13:03:37.475,
aa24f41e-d0c0-4763-9075-4c1ab9ff6dd3,limbah berbahaya,2024-06-15 13:03:37.807,2024-06-15 13:03:37.807,
acd5fc5a-134c-4e43-a00f-8455555e119a,limbah beracun,2024-06-15 13:03:37.587,2024-06-15 13:03:37.587,
ad060eed-66f0-4012-af9f-773ef7f2575c,kaca,2024-06-19 11:03:02.680,2024-06-19 11:03:02.680,
adcc1289-76c2-430f-bbbb-c3d8eada2719,kaca,2024-06-15 13:03:37.672,2024-06-15 13:03:37.672,
adf68edb-f55f-4ff6-b2bb-11a4643dab1d,kayu,2024-06-18 19:49:56.741,2024-06-18 19:49:56.741,
aedd379b-a5ab-4d10-89cf-9badf7d35e6e,limbah berbahaya,2024-06-15 13:03:37.566,2024-06-15 13:03:37.566,
b3290060-659e-4e3d-b069-cd6c223a3141,tak terdeteksi,2024-06-15 13:03:37.554,2024-06-15 13:03:37.554,
b4aafb06-245a-4cd2-8928-4555abf19539,kaca,2024-06-19 03:45:37.708,2024-06-19 03:45:37.708,
b77d6236-8b8b-4a8d-9c12-e4dfc6a5e4a6,sisa makanan,2024-06-15 13:03:37.875,2024-06-15 13:03:37.875,
b7a38649-1c8b-4ce4-9a3c-ff2c60581014,baterai,2024-06-15 13:03:37.898,2024-06-15 13:03:37.898,
b86819df-8fad-4c75-9d26-8abf5699ddbd,limbah beracun,2024-06-15 13:03:37.485,2024-06-15 13:03:37.485,
ba07be81-5b42-47db-8fab-7b9e0060cf6e,plastik,2024-06-19 11:03:02.675,2024-06-19 11:03:02.675,
ba46bfec-ddb3-40df-a89c-4fd830e5509c,limbah beracun,2024-06-15 13:03:37.550,2024-06-15 13:03:37.550,
bb0dc07e-2d76-45ba-9bf2-a5dd78603519,sisa makanan,2024-06-15 13:03:37.786,2024-06-15 13:03:37.786,
be9f0349-e612-44d6-8695-72f3c2de2319,sisa makanan,2024-06-15 13:03:37.709,2024-06-15 13:03:37.709,
bf7d2339-c7d0-4485-9c39-76930a7e8e28,baterai,2024-06-15 13:03:37.902,2024-06-15 13:03:37.902,
c25dd2a0-ddcb-437a-b4bc-a89715e95cb0,limbah berbahaya,2024-06-15 13:03:37.701,2024-06-15 13:03:37.701,
c3d894ee-1fd7-481a-8c62-723f47b357bb,kayu,2024-06-15 13:03:37.714,2024-06-15 13:03:37.714,
c68ac97e-7e4c-488c-bc64-dcdf54b01f24,kayu,2024-06-15 13:03:37.630,2024-06-15 13:03:37.630,
c70fcccf-512e-448f-91fd-68fade44dd3b,plastik,2024-06-18 19:59:38.225,2024-06-18 19:59:38.225,
cba1b631-57c8-444e-894a-7966cda473bf,kertas,2024-06-18 19:03:11.910,2024-06-18 19:03:11.910,
cc7b5ac8-1dd2-4c5a-a715-3299bdaf6eb0,plastik,2024-06-15 13:03:37.829,2024-06-15 13:03:37.829,
d005745b-a79f-40ff-ba47-5a795554fe6c,kaca,2024-06-15 13:03:37.790,2024-06-15 13:03:37.790,
d199bf8b-824d-45b3-a367-84aa3554fbe7,kayu,2024-06-15 13:03:37.883,2024-06-15 13:03:37.883,
d22bd36d-bfe6-4bec-bd16-6f77e9c44dd1,kertas,2024-06-19 02:31:26.778,2024-06-19 02:31:26.778,
d561d6ac-408f-43e9-977b-ff639b37a8e8,kertas,2024-06-19 03:31:04.233,2024-06-19 03:31:04.233,
db59d38c-1a7a-4ccd-ae95-38f9cbbaa974,limbah berbahaya,2024-06-15 13:03:37.542,2024-06-15 13:03:37.542,
db961126-e583-4f75-926b-78e7ac00f421,kertas,2024-06-15 13:03:37.722,2024-06-15 13:03:37.722,
dc5a312f-85ac-4c70-b2bd-80d53693d21b,kertas,2024-06-15 13:03:37.604,2024-06-15 13:03:37.604,
ddd0367c-157e-4f9e-9af3-e14ce8c0e118,baterai,2024-06-15 13:03:37.449,2024-06-15 13:03:37.449,
dde9d9b6-25fc-4e41-8b00-ae120a8d9c11,kertas,2024-06-19 11:03:02.688,2024-06-19 11:03:02.688,
defe2ab0-ec33-47d7-b760-85971ffb7be2,sisa makanan,2024-06-15 13:03:37.647,2024-06-15 13:03:37.647,
e0bf1cb5-febe-4b5b-95ff-4e9cf0c323bc,sisa makanan,2024-06-15 13:03:37.879,2024-06-15 13:03:37.879,
e196ce81-668c-400e-a1f0-ec0d0118620e,sisa makanan,2024-06-15 13:03:37.675,2024-06-15 13:03:37.675,
e8230081-2eb0-4b76-9d34-30bafafec871,limbah beracun,2024-06-15 13:03:37.489,2024-06-15 13:03:37.489,
e948447a-da45-4a5c-8329-2cb2d4f75105,plastik,2024-06-15 13:03:37.444,2024-06-15 13:03:37.444,
e95e82b5-9640-4b38-979d-18c54bc04b46,plastik,2024-06-18 20:01:18.457,2024-06-18 20:01:18.457,
eb7b01da-b49e-4c37-aa44-8ba8bee03a70,plastik,2024-06-15 13:03:37.608,2024-06-15 13:03:37.608,
eeccea4f-b256-427f-958b-cf2ca89fb61a,kertas,2024-06-18 19:10:19.313,2024-06-18 19:10:19.313,
eefe818c-83cf-4456-8f83-16a0a6441e0d,plastik,2024-06-18 18:48:42.085,2024-06-18 18:48:42.085,
ef045b93-cc3c-444c-90c9-9cd153e42a12,kertas,2024-06-18 19:03:36.408,2024-06-18 19:03:36.408,
efc51675-0b73-4e53-b8de-41acea3c071f,kertas,2024-06-18 19:08:06.316,2024-06-18 19:08:06.316,
f0fdd5ec-5c85-4b21-922d-234b6da5e643,kertas,2024-06-18 19:03:18.096,2024-06-18 19:03:18.096,
f112b132-ee93-44dd-b917-be6ce0adb1a6,kayu,2024-06-15 13:03:37.849,2024-06-15 13:03:37.849,
f1361997-11ee-4c86-a210-b89da2013949,plastik,2024-06-18 19:49:56.731,2024-06-18 19:49:56.731,
f2ccc59e-0e9e-4ff6-b6ea-233263cc654d,kayu,2024-06-19 11:03:02.684,2024-06-19 11:03:02.684,
f337bc3a-6c03-4402-97b8-18a54284e76e,kaca,2024-06-18 19:15:42.282,2024-06-18 19:15:42.282,
f8a086e5-70f9-48e4-b3e7-7373bc595f74,baterai,2024-06-15 13:03:37.457,2024-06-15 13:03:37.457,
fb3a9ef1-6002-4eac-8aff-1c328de98dd1,baterai,2024-06-15 13:03:37.890,2024-06-15 13:03:37.890,
fccc275b-e8b4-430e-885f-47d419075ab5,besi,2024-06-15 13:03:37.652,2024-06-15 13:03:37.652,
ffb4e8ef-f3a3-4921-89e5-d2d1fde7dcd8,tak terdeteksi,2024-06-15 13:03:37.408,2024-06-15 13:03:37.408,
