id,report_type,waste_type,title,description,status,created_at,updated_at,deleted_at
8858cd32-6a59-4549-b967-4302f5ac8e76,rubbish,organik,Quo autem perspiciatis.,Quia rerum nostrum culpa. Iusto vel quos veniam repellat expedita. Sunt accusamus dolorum amet praesentium.,reject,2018-09-09 00:14:47,1999-07-03 22:59:57,2024-03-18 00:09:58
3cd33a64-13f0-4083-a742-c00320322169,littering,organik,Consequatur atque repudiandae harum.,"Alias voluptas alias nesciunt exercitationem.
Numquam non sunt veniam. Quis ipsa necessitatibus nobis hic. Repellendus adipisci mollitia vero fugiat laudantium magni sint.",need review,2004-05-14 15:14:00,2015-01-30 17:11:35,2024-03-24 11:58:42
22c6c485-3039-477b-bafe-6449e21f5646,rubbish,organik,Veritatis distinctio voluptatum sequi libero.,Eveniet vero commodi. Ullam beatae eligendi saepe architecto. Quidem doloremque laborum accusamus asperiores quam consectetur.,reject,1975-07-28 11:06:37,1983-03-20 00:39:30,2024-03-18 02:13:24
553637f2-616a-4050-b837-c616ba2f5976,littering,berbahaya,Impedit quas unde velit possimus amet neque.,"Quaerat optio nulla quod non. Voluptatum molestias reiciendis omnis molestias quae voluptas. Delectus distinctio iusto corrupti voluptas natus voluptatem libero.
Nisi ullam praesentium iusto.",reject,2018-05-12 03:40:40,1991-04-11 23:24:35,2024-06-02 20:46:18
8608a9d9-ffba-4aae-bc4e-5167e0d57292,littering,berbahaya,Consequatur odit aliquid harum expedita libero commodi.,Voluptates delectus nam eius. Enim necessitatibus inventore fugiat nulla odit.,reject,2008-11-17 10:56:00,1988-06-11 17:28:57,2024-05-18 16:11:08
1f7d734a-d86c-4521-8b34-675fb0bd4b79,littering,organik,Iure eum laboriosam quod quam nulla sunt.,Culpa illo neque voluptatibus dolores voluptate. Aut amet ipsum sapiente eveniet. Optio quis reiciendis cupiditate architecto impedit nihil. Tempore incidunt dolore nobis aut ad.,need review,1993-10-02 14:28:27,2015-01-02 19:00:32,2024-02-24 08:02:25
73c8d5e0-43d1-4712-b95e-92b3a9664fd5,rubbish,sampah basah,Numquam enim nostrum magnam tempore error nihil voluptas.,Quos ad suscipit inventore animi nam. Dolores unde numquam voluptates dolore nam in. Aut nostrum ducimus facilis voluptatem architecto exercitationem.,approve,2015-12-09 00:12:11,1974-08-14 06:06:15,2024-01-02 12:13:49
88777e2e-3350-4667-a29f-d0cfb0d485d8,littering,sampah basah,Iste aperiam totam corrupti.,Magnam aspernatur harum quasi esse fugiat. Veritatis molestias dicta voluptas illum laudantium iste. Aliquam ullam molestiae.,reject,2000-03-27 04:56:25,1975-10-05 10:15:50,2024-03-25 23:46:29
432884d0-cf2a-44df-b891-c2059f577be1,rubbish,sampah basah,Cupiditate doloremque ipsam neque corrupti sint.,Error ullam placeat praesentium quasi architecto quia. Laboriosam minima nisi amet.,reject,1975-08-05 01:18:59,1991-04-16 12:45:47,2024-04-13 23:03:27
41979ba3-0dc6-48c7-8476-1610d7906176,rubbish,"sampah basah,sampah kering",Molestias quis excepturi accusantium deleniti illo.,Itaque earum repellat quas quisquam quos quae sapiente. Ipsum quia odio magnam est dolorum. Corporis dicta et nisi laboriosam. Aut maxime tempore.,need review,2020-06-27 11:40:11,1983-02-12 13:28:22,2024-05-06 07:58:07
f9194f61-2f61-4e9a-a9d6-ae7f2f8e4f0e,rubbish,sampah basah,Facilis veritatis eius sit sit accusantium rerum eum.,"Minima maxime quisquam in enim eaque eos.
Eveniet ullam veniam suscipit perspiciatis sapiente sapiente molestias. Molestiae eum quia architecto. Eum eius iusto similique.",approve,2006-12-11 14:24:06,2006-10-12 02:26:34,2024-04-26 23:09:08
206ac45c-0f2b-4e46-ab98-daf7df056446,rubbish,berbahaya,Officia voluptas assumenda illum sint quis facere.,"Incidunt non a aliquid delectus qui atque. Qui alias nesciunt nesciunt. Odit rem commodi.
A ratione consectetur vitae est porro. Distinctio fugiat laboriosam consequatur.",reject,1975-12-27 02:53:38,2008-05-28 19:57:33,2024-05-21 19:34:22
3044a940-1251-49e3-aaa3-2257f93330a8,littering,sampah basah,Exercitationem reiciendis placeat natus magnam.,Minima sit magni. Architecto aut magnam laborum ut inventore vero.,need review,2017-01-28 01:53:29,1976-01-12 02:54:20,2024-01-12 15:01:58
b6031753-3799-401b-b2ad-f7dfe7b9d394,littering,"sampah basah,sampah kering",Vero atque fugiat eligendi temporibus.,"Illum neque ratione. Fuga illo tempore earum qui quo.
Quis sequi reiciendis quam quasi quis quaerat.
Nobis culpa aspernatur soluta unde. Error incidunt qui corporis magnam doloremque.",need review,1976-04-09 12:05:28,2020-06-23 03:33:55,2024-05-10 20:41:38
c3ad94df-975a-4114-a00b-e07f1f3be1ae,littering,anorganik,Sint animi facilis eveniet.,Exercitationem nemo adipisci quo corporis animi repudiandae. Eveniet ratione perspiciatis qui laudantium. Tempora possimus eligendi blanditiis eum asperiores eaque.,approve,2002-02-09 22:26:21,1985-06-05 06:56:59,2024-05-26 19:26:49
4584172f-81f6-495d-9684-349dcd82a11c,rubbish,anorganik,Assumenda accusamus nemo aspernatur ea fuga nulla rem.,Et provident reprehenderit magnam ipsam non dolorem. Iusto doloremque eveniet provident ipsam possimus occaecati porro.,approve,1978-09-11 22:22:19,1999-09-08 10:38:15,2024-04-22 01:22:01
59ba3bdb-a229-4e13-a779-d0f2580ed600,rubbish,anorganik,Ab optio saepe neque pariatur similique.,Explicabo autem excepturi officiis minima non id esse. Perspiciatis voluptas repellendus maxime modi dolorum. Ab sapiente ipsum eius eaque. In aut commodi autem excepturi pariatur temporibus.,need review,1997-12-28 10:04:59,2016-04-03 20:35:07,2024-02-12 16:41:15
194a41a8-2172-4d70-9c40-136877dbad13,rubbish,"sampah basah,sampah kering",Voluptatum necessitatibus iure labore architecto.,Soluta laudantium consectetur natus. Eaque quae repudiandae deleniti quae. Corrupti harum recusandae sint aperiam illo a.,approve,2005-03-08 03:02:49,2002-05-26 19:34:36,2024-04-18 20:46:11
fc604f77-d3d9-4edc-b7e0-c0dc87c71637,littering,sampah kering,Qui ex quae itaque repellendus dolores.,Debitis omnis a temporibus. Eum maxime quod sit nihil unde dicta. Deserunt modi unde laboriosam iste corporis.,need review,1988-12-13 02:01:54,2001-12-30 00:49:08,2024-03-21 13:00:48
a93c617e-da0b-4f12-9f94-0984a1fff6d0,littering,sampah basah,Exercitationem rerum quis temporibus dolorum iste nostrum.,"Culpa eos ullam architecto iusto.
Debitis vero quibusdam nihil. Facere voluptatibus ullam reprehenderit veritatis assumenda sapiente eius. Eos numquam voluptatibus repudiandae quasi molestias.",approve,2013-10-16 08:37:40,1982-04-13 23:19:24,2024-02-24 04:09:58
28c9039d-da1f-41d6-99e9-4ad2d4468d7e,littering,organik,Eum id alias mollitia tenetur.,Dolor doloremque odio iusto harum. Exercitationem eaque tenetur error. Voluptatum commodi sit doloribus. Nostrum natus omnis nihil totam perspiciatis.,reject,1993-05-07 07:44:20,2003-04-08 07:52:06,2024-01-15 14:07:26
35a95509-6a5a-4e76-8375-f7e3aacd9ae6,rubbish,organik,Aliquid asperiores ratione voluptas voluptatibus recusandae inventore.,"Doloremque voluptates maxime fuga suscipit eius nisi. Voluptatum ipsum natus ipsum.
Odio est eveniet praesentium nisi.",reject,1991-11-19 00:39:05,2020-05-23 04:28:15,2024-02-26 15:58:20
fcd665ba-e35f-4116-87af-ca499c28314b,littering,organik,Quos eveniet ut sequi dolore similique.,"Quo sunt omnis laboriosam culpa unde ratione dolorem. Sit nesciunt laborum debitis officiis.
Quod inventore consequatur. Rem eos omnis corporis doloribus esse facere. Iusto quisquam nihil minima.",approve,2016-06-02 10:55:35,2023-09-09 19:37:32,2024-03-15 22:20:33
e87a0d12-2304-4332-b182-6dc900be8e44,littering,"sampah basah,sampah kering",Corrupti totam deserunt impedit ullam deleniti.,Eveniet maiores aliquam neque. Voluptates perferendis architecto assumenda officia. Voluptate debitis quaerat omnis ex ut sed. Ipsa quos voluptatibus eaque cupiditate.,need review,1984-07-16 15:08:29,1979-05-27 21:12:10,2024-02-17 22:56:23
5cb913cf-af17-4814-be95-989a12830e48,rubbish,berbahaya,Non assumenda minima ipsa quia itaque voluptate ipsam.,Soluta culpa dolorem eaque possimus corrupti similique tempore. Similique itaque repudiandae adipisci. Earum sint vel commodi ducimus. Temporibus ipsum perspiciatis pariatur.,approve,2011-01-28 06:18:34,2008-05-04 00:52:58,2024-01-12 01:56:53
a0c613ae-45ad-4f0c-9e16-b405e61dbbd1,littering,"sampah basah,sampah kering",Soluta delectus quod exercitationem.,"Et doloremque reprehenderit ipsum ullam. Dicta dolorem saepe modi aliquam corporis.
Placeat esse rerum repudiandae nam quas id aliquam. Expedita at laborum unde ut excepturi ratione.",reject,1971-07-24 16:43:06,2013-06-16 22:34:51,2024-02-21 20:35:18
0e36ac70-f067-4737-b613-78c971d48ba4,littering,anorganik,Nulla libero nostrum at error.,"Mollitia iusto provident sint inventore nulla nulla. Veniam atque nulla quod non ullam modi.
Tempora dolor quaerat magnam. Blanditiis dolores consequuntur laborum placeat aspernatur consectetur.",need review,1991-10-18 11:30:47,2002-02-18 11:24:24,2024-05-01 08:52:07
60aaa751-5f58-4fa7-a8fe-b50403104463,rubbish,berbahaya,Praesentium at eligendi animi deserunt hic velit.,"Culpa corporis ex soluta. Eaque reprehenderit illo pariatur occaecati occaecati voluptate.
Quae neque nostrum eos vitae. Alias repellendus laborum laborum hic a accusantium. A sit ab repellat quidem.",need review,2020-10-03 12:14:22,2011-12-04 03:33:34,2024-05-01 17:07:02
f9ba4f51-9c4d-4004-8d99-b8006454818c,rubbish,organik,Alias sequi quidem.,Cupiditate asperiores amet dignissimos at unde corporis. Quod pariatur dicta minus cupiditate deserunt nihil.,approve,1973-04-11 03:53:05,2016-08-17 20:01:43,2024-01-06 13:13:10
fbcdc4f3-63a1-4765-a105-e26552090f83,rubbish,organik,Fugiat debitis ducimus doloremque fugit inventore.,Quis tempora nihil cumque. Temporibus deleniti velit distinctio voluptate cumque nemo. Ipsa iure animi.,reject,2008-07-09 12:51:46,1981-09-13 10:23:48,2024-05-18 13:50:33
58da7d9d-83df-4872-b3f0-87d5fbb1853a,rubbish,anorganik,Eligendi harum aliquid magnam laborum animi voluptatum sapiente.,"Aliquam tempora harum molestias vero cupiditate. In modi suscipit velit.
Consequatur nulla animi expedita fugiat voluptatum eos sit.",need review,2019-10-10 08:18:52,1983-09-14 13:18:39,2024-05-31 19:34:37
373749c7-c55d-4fed-b58c-574f01ca134d,littering,anorganik,Maiores quisquam commodi nam cum.,"Sed velit unde. Dicta quia fugit eaque illum cumque. Doloribus molestiae delectus quam vero nesciunt deserunt.
Ullam nihil tempora voluptatum ex saepe et. Dolore aliquam consequuntur laudantium.",need review,2022-02-06 23:31:04,1994-09-27 08:52:09,2024-04-06 15:13:03
b7cf9c1f-18a0-42b9-a3a0-824d0578404c,littering,berbahaya,Consequatur consectetur quasi fuga sint vitae deserunt.,"Provident aut atque illo distinctio pariatur qui. Neque autem non laboriosam ullam sit repudiandae nisi.
Similique aut nostrum reiciendis similique minima. Beatae necessitatibus quisquam voluptatum.",need review,2019-03-03 13:08:37,2016-11-28 20:26:19,2024-04-09 13:14:53
8e748ac9-66ae-4491-a8aa-400f70ba3ac4,littering,anorganik,Quod officiis quia dignissimos ex tempora autem.,Dolores occaecati consectetur rem modi accusantium magni sequi. Ad similique dolore consequatur a labore sunt. Maiores quos beatae similique.,reject,1993-10-15 23:45:01,2007-11-03 05:23:30,2024-01-02 12:37:37
f78039cb-0c1b-48a4-89fb-1ae078e2624d,rubbish,sampah kering,Inventore consequuntur mollitia ipsa cumque.,Cumque assumenda doloribus quaerat unde natus blanditiis. Perspiciatis aut odit dolore ab. Excepturi corporis minima quod aliquid.,need review,2018-08-05 20:05:30,1985-04-22 08:20:06,2024-03-20 20:59:19
f8b48145-f15e-4a61-998a-5c8b60cdf22d,littering,berbahaya,Tempora molestias odit veritatis.,Pariatur pariatur aliquam. Pariatur voluptatum repellendus itaque ex ipsum dicta. Sed autem fuga incidunt repudiandae voluptates.,need review,2001-08-04 10:57:37,2021-01-04 00:12:04,2024-02-02 17:51:18
25e388df-e40f-40a3-b309-8287a3d54ebe,littering,sampah kering,Aliquam molestiae eius suscipit quos.,Laudantium ullam hic explicabo. Culpa dicta ipsa assumenda error. Officia veritatis iusto quisquam dolorem enim repellendus. Earum tempora quidem quos earum.,approve,1991-09-20 08:30:59,1989-09-22 12:15:25,2024-01-01 11:13:38
f5e5ef4d-cc6a-4d3c-b004-a1e18e66b692,rubbish,sampah basah,Necessitatibus quidem sit alias odit dolor.,Aperiam minima quas amet nisi deleniti. Mollitia repellendus distinctio consequatur laudantium molestias error.,approve,1973-01-14 20:32:40,2000-09-28 08:25:21,2024-01-19 19:10:36
5ee14f2c-2e4a-4dde-a39b-5932a53205ad,rubbish,organik,Explicabo rem sequi quia itaque.,Sunt iusto nihil dolores. Magnam officia explicabo explicabo. Dolorem sed consequatur fuga sequi.,approve,1984-08-25 22:57:00,1984-09-18 20:48:27,2024-04-24 04:28:56
63dd741e-47f7-4ed2-bc49-88bcfa4e37a7,littering,berbahaya,Autem amet autem quasi quaerat in suscipit quas.,Earum aliquam enim alias molestiae. Debitis accusantium voluptatibus nam quis accusamus. Voluptate doloremque rem fuga libero tempore error.,need review,1995-03-09 02:35:52,1984-11-06 02:58:32,2024-02-05 02:46:17
02f84603-b864-47b0-878d-ea353100fdd4,littering,berbahaya,Aliquid eligendi amet repellat aliquid doloribus.,Dolorem laboriosam sed praesentium totam. Ipsum cumque nisi omnis quos saepe soluta eum. Laborum velit quam laboriosam.,need review,1986-01-06 17:48:32,1987-04-11 17:57:42,2024-01-19 23:40:00
1a17fe32-faf5-43a8-ae21-473bdcea6f6a,littering,"sampah basah,sampah kering",Corrupti repudiandae magni in labore.,"Voluptate tenetur harum vel facere voluptatibus vitae. Eos quibusdam sunt molestias non ullam.
Occaecati blanditiis aperiam vero dolorem. Magni vitae reiciendis nihil eum deserunt.",approve,2001-01-09 04:24:17,1996-11-20 00:02:41,2024-04-23 22:28:31
58d6e5b3-a3a3-4c5a-b76f-0ac1207339ab,littering,sampah kering,Optio odio ipsam alias debitis soluta voluptas eius.,Delectus qui in nam ab dicta vel. Blanditiis ex ex esse dolorum.,approve,1989-11-02 14:05:41,1971-04-21 05:49:57,2024-01-18 05:25:14
cb534b9c-da1a-4410-9132-93c4bc793cae,rubbish,anorganik,Similique ut quod dolorem ratione neque.,"Nam necessitatibus dicta cupiditate. Quaerat eos ipsam reiciendis veritatis placeat quos.
Quaerat autem fugit aut. Debitis cum assumenda dolorem.",need review,2011-07-14 08:35:09,1971-11-11 05:28:51,2024-05-21 23:32:20
79435083-0914-4195-b73c-02bab2885934,littering,sampah basah,Tempora pariatur at consectetur rem ex accusamus.,"Veniam consectetur reiciendis.
Quidem adipisci fuga ipsam. Aliquam laborum sit atque a iure voluptatem. Sequi aliquid suscipit eaque recusandae. Esse eligendi tempora eveniet nemo.",reject,1974-07-06 14:53:46,1990-12-30 03:10:48,2024-05-13 10:36:21
9bf6441f-868a-4202-83eb-3164577777b9,littering,organik,Perspiciatis numquam laborum accusamus quo maxime.,"Recusandae doloribus doloribus velit possimus. Ex tempore ullam blanditiis voluptas quasi.
Vero esse iusto nobis.",approve,1971-09-30 08:06:50,2000-11-06 06:55:11,2024-03-13 02:40:14
a9cf4fc8-8df3-424f-83d3-e8e33754a460,rubbish,organik,Adipisci tenetur nemo tempore provident quia quaerat.,"Mollitia repellat quibusdam ipsam. Eos fugit ea commodi dolore.
Impedit deserunt unde ipsa minima cumque. Et vel cum sint harum enim nam. Quisquam molestias adipisci dolor.",approve,2016-11-26 09:02:00,2016-10-25 14:57:50,2024-04-01 20:58:05
b9b01fa0-b416-40cc-af78-ba5aa9df12fa,rubbish,berbahaya,Laudantium porro praesentium.,Minima dolorem commodi officiis nihil incidunt. Error hic aperiam ipsa.,reject,1989-07-26 05:10:41,2016-02-25 22:40:34,2024-02-27 20:58:37
8f12d459-53f8-400c-b95a-e285107aa8a9,littering,"sampah basah,sampah kering",Natus minima accusantium repudiandae voluptas ut.,Eius enim quidem quos sunt. Ea dolorum veniam sit accusantium atque expedita blanditiis.,reject,1977-08-18 01:06:58,1980-09-13 13:27:38,2024-02-02 23:58:13
adc96b24-f4de-4e1d-8be0-9bdbefcb8f7c,rubbish,sampah kering,Labore rerum nisi minima deserunt quisquam.,Corrupti eos laborum reprehenderit. Eveniet tenetur est. Repellendus error praesentium non labore.,need review,1997-07-16 09:06:33,1993-06-06 16:30:07,2024-03-15 02:54:39
658e9904-a963-4562-811e-730405cf6302,rubbish,sampah kering,Incidunt nulla quibusdam sed id minima.,Quasi aperiam delectus quod. Eius illum ullam id. Vero laboriosam debitis dignissimos itaque iste quod. Quod explicabo ullam deleniti quis animi.,need review,1973-02-06 18:06:02,2002-01-04 18:32:24,2024-05-10 04:30:13
50125cc2-b5fe-4d49-9036-4be1e5469c9c,rubbish,organik,Aspernatur amet voluptate doloremque.,Dolore vel vitae ipsa ipsam debitis officia. Illo officia qui veniam perferendis recusandae. Officiis et impedit tempora deleniti in aliquam perferendis.,need review,1975-09-23 13:56:04,2012-09-15 13:00:33,2024-03-09 12:05:49
bd5a5c55-823b-46aa-9962-e69eff7ecdf7,rubbish,sampah kering,Non officia minima officia quas quod temporibus dolore.,Culpa facere esse vitae non voluptates. Beatae illo nisi cum maxime. Neque deserunt rerum. Quas consequatur adipisci voluptate eaque officia.,need review,1975-04-20 19:08:21,2004-02-22 10:56:05,2024-03-23 12:08:07
5c8e0e9c-12c9-4a66-b66d-5d57e098985e,littering,anorganik,Quod quam excepturi fuga eum a.,Quod ratione aliquid quod. Neque ipsa modi excepturi animi nam error. Error nisi neque praesentium provident.,reject,2017-07-11 10:36:09,2010-05-10 00:48:45,2024-05-18 07:45:02
0005ad99-ad60-4ae1-8b35-32e3a9f28225,rubbish,organik,Odio exercitationem voluptate cupiditate ratione.,Iste modi deserunt error consectetur amet dolor. Labore dolore eveniet ad nemo libero. Ullam rem vel repellat dignissimos aliquid.,reject,2016-10-05 03:24:30,1982-05-22 22:15:54,2024-03-26 17:42:04
88104dbd-3149-4eb8-9746-533783b3cde5,littering,berbahaya,Officiis repudiandae accusantium consequatur vitae mollitia dignissimos.,"Amet aspernatur molestiae nesciunt. Mollitia at dolores quos.
Aliquid molestiae molestias provident recusandae error. Aliquam delectus impedit magni et molestiae.",reject,2004-03-09 17:55:54,2022-04-29 19:12:57,2024-02-27 02:01:53
a1948d2a-2ed5-4619-919d-c8587af8f105,rubbish,organik,Ut ad aperiam quam.,Reprehenderit delectus odit et consectetur dignissimos. Vero corrupti reprehenderit pariatur ipsam quam. Explicabo nulla natus dicta a.,approve,1999-10-06 21:12:18,1991-10-17 15:46:48,2024-03-10 03:28:21
3a771fe2-dc3b-4c35-9894-f4d482292197,rubbish,sampah basah,Possimus cum dolorem ea quia dignissimos.,Eaque doloremque voluptates est. Accusamus asperiores debitis minus eum dolorum.,need review,2011-04-12 10:42:22,1998-03-31 22:22:54,2024-03-09 05:01:05
956655a5-4263-4e42-9609-2905366c524a,littering,"sampah basah,sampah kering",Quaerat ratione alias ab suscipit quibusdam autem iusto.,"Ex possimus fugiat totam laudantium. Officia reiciendis est rerum.
Non suscipit rem consectetur. Itaque fuga doloribus facere nisi ex.",need review,2011-02-07 02:52:30,2007-07-22 08:08:42,2024-02-15 07:42:42
29b764fc-8fa8-47f4-81b2-6c903751a9ae,littering,organik,Delectus est architecto mollitia nisi deleniti assumenda.,Sequi praesentium laborum repellat sunt dolorum expedita magni. Dolore cupiditate dolor eum.,need review,1981-04-25 10:12:39,2005-04-21 01:59:25,2024-02-20 16:02:16
ed87cf64-4a73-4562-a78c-7cc15d68d538,rubbish,sampah basah,Expedita deleniti velit fugit.,Dolore repudiandae at qui velit animi alias. Doloribus molestias temporibus voluptate deserunt libero labore.,reject,1983-01-26 14:14:33,1999-10-03 05:45:57,2024-04-09 07:44:54
0a38b061-b419-4819-ad02-473006d3ff3a,littering,"sampah basah,sampah kering",Optio aliquid eaque consequatur sit cumque.,Totam maiores fugiat magni aperiam voluptate iure. Modi quos nesciunt nemo perspiciatis omnis cumque mollitia. Fugiat sed illo sed officia provident numquam.,approve,2013-05-05 02:09:04,2008-08-07 09:19:00,2024-04-29 23:25:59
15509100-cdfe-4671-9718-e2708aade1e9,rubbish,sampah basah,Optio dolorem tempore reprehenderit enim.,Velit quia fuga animi dicta debitis distinctio. Praesentium at illum alias deleniti qui molestiae quia.,need review,1987-06-15 14:39:40,1982-08-12 02:13:38,2024-01-04 10:11:42
f4160e4d-0705-4709-9bc8-4d07d7db2596,littering,"sampah basah,sampah kering",Repellendus fugiat hic.,"Debitis animi animi necessitatibus libero. Quis quaerat corrupti debitis fuga maiores autem.
Quibusdam quia nostrum distinctio cupiditate repellat doloremque perferendis.",need review,2022-09-10 22:04:51,1991-03-24 03:25:52,2024-04-09 09:05:10
45c6781f-aa16-43cb-adbd-a4dc90461b25,rubbish,sampah basah,Aliquam reiciendis fugit incidunt laboriosam laborum facere quas.,"Dolorem dolorem voluptates debitis.
Corporis maiores ea eius reiciendis. Magnam ex rem ex placeat qui laborum. Ut recusandae labore nemo.
Sint culpa ratione voluptates doloribus.",reject,2007-01-15 23:11:16,2005-10-13 06:30:17,2024-05-02 02:07:15
24eae7c2-5600-4071-8b2b-5f9ea048ea85,rubbish,organik,Autem amet blanditiis impedit.,Itaque consequatur aliquid non aspernatur delectus cum. Ipsa nemo repudiandae dolorum ducimus dolor iste. Aspernatur laboriosam corporis unde ut reiciendis voluptate.,reject,1972-09-18 15:43:30,1985-07-25 01:27:17,2024-03-09 23:39:26
d2d43001-47c8-4336-8cfd-9349c13166ba,rubbish,berbahaya,Tempore neque cum adipisci culpa rerum libero earum.,"Sed totam doloremque aperiam quis.
Aperiam fugiat repudiandae nesciunt quas asperiores. Saepe illo deserunt iusto ullam. Animi cumque nemo reiciendis sed vero.",reject,1995-09-03 14:58:59,2013-03-24 12:40:11,2024-05-28 11:21:40
d01289a9-81c4-4d29-84a0-1318bf24a53b,littering,sampah kering,Cupiditate hic praesentium ex.,"Delectus nisi asperiores quas officia aliquam. Alias sint vero ratione sit sint neque velit.
Autem animi totam nobis soluta. Ut iusto nobis dignissimos id possimus. Neque ratione incidunt voluptatem.",approve,1984-10-15 08:33:55,2005-08-29 20:04:58,2024-04-18 14:27:47
7df5d93a-bf5d-4298-b5f2-d8a4c653f8bf,rubbish,anorganik,Velit fugiat nemo atque quisquam.,Error odio facere ea laudantium architecto. Minus recusandae explicabo laborum illum aliquam.,reject,2018-08-28 00:40:26,1998-10-01 03:03:17,2024-03-23 23:02:22
40935539-0493-4013-b2fc-f4099ad32c63,littering,sampah kering,Explicabo quos molestias fugiat necessitatibus commodi illum.,Voluptatum sequi maiores hic nam facere. Voluptatum quas quae. Natus est eum numquam aperiam unde reprehenderit.,reject,1983-07-03 09:02:42,2003-01-31 00:26:22,2024-04-03 18:53:43
9fdd6b71-14f7-4c78-b060-2fb401837b98,littering,anorganik,Iusto accusantium perspiciatis magni ad.,"Nam dignissimos officiis minus. Sit iusto ipsam et accusantium. Repudiandae nobis maiores quas recusandae voluptates.
Magnam rerum non quidem consequuntur aperiam ratione. Pariatur tenetur quia.",need review,2004-10-11 02:50:10,1992-06-03 05:55:42,2024-05-05 07:45:46
f0679a2a-d6fe-4e61-b301-8fc104aa518a,littering,berbahaya,Nobis vel itaque accusantium optio quod dolorum.,Reiciendis maxime accusamus odit. Neque distinctio dolorem atque error debitis soluta. Dolore magni voluptatum alias.,approve,1977-06-16 01:48:10,1972-12-11 23:23:12,2024-02-05 18:15:39
1d32d695-3315-41de-853f-3153017928ed,rubbish,organik,Reprehenderit repellendus veritatis a veritatis alias.,"Ipsum perferendis rem ipsum.
Earum quo blanditiis temporibus repudiandae aspernatur. Neque recusandae iusto quaerat.",reject,2006-04-06 01:08:40,1991-08-15 17:19:29,2024-05-02 02:34:15
3242e58b-c7ce-4159-9291-f1609f57c603,rubbish,sampah basah,Architecto nostrum aperiam ex ab provident repellendus quod.,"Numquam quos error consequuntur deserunt optio. Itaque quidem laborum expedita molestias fugiat cupiditate.
Commodi architecto reprehenderit.",reject,1978-06-29 06:54:17,1992-01-02 12:57:18,2024-04-13 04:22:28
