id,type,created_at,updated_at,deleted_at
57d0f798-b18d-4c13-a73f-7dd845dfa827,baterai,2021-07-04 22:01:21,2022-11-05 05:55:27,2024-01-20 18:38:04
f78c82e9-2d4c-4b42-8774-e8a454629bac,limbah beracun,2024-04-22 01:53:42,2013-07-16 08:15:24,2024-01-23 10:12:59
6cabb94b-fd11-4835-82db-48241e583541,baterai,1972-02-13 05:06:47,1979-09-29 03:01:48,2024-05-10 04:00:59
57ccd1e4-5fdb-4c06-8231-43d4a013066a,kayu,1982-09-10 22:49:02,1992-10-15 10:37:48,2024-05-14 02:09:17
306a361e-a83e-4cd4-87ad-ea9b9131b976,besi,1977-08-20 14:15:57,2016-05-08 22:23:59,2024-05-19 08:05:34
23d432f2-327e-438d-8257-57a700b9c313,plastik,1999-04-14 16:55:41,2015-02-25 07:04:25,2024-02-23 22:55:17
0cb31b6b-90f1-4c23-a488-f14dfc014e4e,sisa makanan,2012-11-14 14:38:05,1996-04-06 08:03:57,2024-03-10 14:21:54
56c5b581-218d-4df6-b756-0e6740ef56c4,limbah berbahaya,1997-06-09 23:48:00,1991-05-16 10:21:46,2024-01-09 20:35:47
420578cb-3749-4e7e-b38f-d5862c839812,sisa makanan,2013-05-05 18:52:43,2003-07-27 05:54:30,2024-03-03 22:30:31
b6161823-580f-4f2b-b363-67b5a4c5220d,plastik,1982-05-12 11:32:16,1970-03-14 17:18:37,2024-05-14 17:58:50
2f06bcd0-69df-4fd2-af24-31b14afa8a86,besi,2023-08-08 15:42:39,1973-03-18 04:03:37,2024-03-24 15:58:56
a7434d76-17f6-4090-acb5-5b22e43a7197,limbah beracun,1992-11-01 06:35:25,2018-02-06 14:35:43,2024-03-26 13:53:42
1c477729-476e-4ee6-ae09-fcaf9c402adc,tak terdeteksi,2017-08-01 23:43:54,1980-05-17 23:20:21,2024-05-16 20:07:59
2481d247-6d0a-4405-8829-48c3e572b87a,plastik,1979-03-20 19:29:03,2004-07-08 04:27:12,2024-05-04 13:44:31
6b097c21-1085-435c-a46d-9225fc352400,kaca,1994-07-24 06:00:42,1976-02-21 10:47:33,2024-05-10 15:32:45
18573403-6c73-42f0-9044-bf9a18fe26ef,plastik,1979-04-16 01:56:29,1976-02-17 06:36:25,2024-01-11 00:30:18
c15a9fc2-d421-416c-b99a-ece9f8de44f0,kertas,1981-04-02 21:23:37,1974-03-04 10:02:26,2024-04-21 01:37:23
acdfe54d-c55b-4e69-9334-2e6e485ccea7,limbah berbahaya,1988-06-10 21:57:53,1975-07-18 22:08:17,2024-05-29 11:31:59
4364cf20-4b5b-4d46-8ac9-1da044ccd5cd,kayu,1997-06-08 00:18:55,2010-12-13 02:20:16,2024-03-29 06:37:01
e8ec116e-b1f6-416b-8c1e-62e81ae51aa1,kayu,2000-06-30 03:27:37,2010-06-05 13:01:03,2024-03-04 08:34:55
42aebcbb-59b4-4b85-9bb2-29c6c50ef985,kertas,1986-07-06 09:11:52,2024-05-20 01:06:22,2024-01-09 07:12:19
f574ad09-ebe5-4388-ada5-a78d3324fbfe,limbah beracun,2017-05-29 23:22:46,1988-12-01 14:20:25,2024-04-02 18:00:36
b49de5d0-0639-4ba6-8f9c-6dec192c57f7,kertas,2016-03-19 17:19:29,2017-09-26 13:55:22,2024-02-13 07:19:20
868cb2cd-e623-4b1e-8525-69ba474fc403,tak terdeteksi,2006-12-31 03:37:49,1992-09-23 16:16:24,2024-03-06 19:56:45
a32e5351-cef5-4f27-b8de-4cd72660263a,besi,1991-05-28 08:05:56,2003-11-08 13:01:25,2024-04-29 17:58:27
11aa70f8-8e1a-4abc-8dc2-135748ced03e,kaca,1972-01-06 18:01:39,1988-09-25 14:14:12,2024-02-17 22:12:40
81b8c619-9213-4aaa-8d70-9cd77b6d8637,limbah beracun,1976-11-10 09:40:15,2002-08-31 14:37:47,2024-02-22 23:01:53
103aad8e-cf26-4245-b5d8-b21b63529d23,limbah berbahaya,1983-07-22 14:25:56,2000-07-26 17:25:02,2024-02-20 07:18:30
dac2c608-8683-4396-8882-8efd21961353,baterai,1999-09-28 01:46:35,2020-08-03 02:44:58,2024-03-05 08:19:09
d4db6455-3fc3-48ba-9756-65c900e55612,sisa makanan,1997-12-18 04:04:12,1986-09-28 09:17:57,2024-05-27 10:37:59
c3782988-025e-47a1-92d1-29576045d8ae,limbah berbahaya,2001-03-27 07:34:10,2009-08-02 23:58:20,2024-01-08 01:39:40
559686e2-3168-4cf9-95ea-7ebd7db52f2b,besi,1974-03-19 09:27:32,1996-08-29 08:25:28,2024-01-02 13:26:03
c8e6b7f8-6bfb-4baa-8f9a-146a293bbfed,limbah berbahaya,2018-06-24 07:44:24,2005-05-13 22:49:46,2024-03-04 15:27:28
ef69e392-a502-48d2-8403-35444750ccc8,plastik,1999-03-17 13:35:06,1994-08-07 21:55:53,2024-05-14 17:37:10
654a1328-09ec-433c-81db-0bfbb8a0ac2d,kaca,2013-04-09 19:35:59,1996-06-30 14:42:26,2024-05-17 01:31:06
bb157f9f-be1a-42e3-a15c-e7a9d15b69c8,tak terdeteksi,2017-08-12 02:45:12,2020-06-06 15:27:19,2024-04-07 22:53:50
483b097d-bcdc-41c6-a1b1-7caeb6af658d,limbah beracun,1979-05-08 22:04:36,2019-03-15 11:20:37,2024-05-29 19:49:59
37ae8a75-8e6f-49f7-9d6a-abf1aa86806a,sisa makanan,2014-11-14 10:53:28,1993-06-07 06:15:27,2024-01-09 05:25:35
e0f3dcb4-372c-4f58-9a9f-64a977b9081b,sisa makanan,1974-08-16 10:05:51,2007-01-01 18:30:26,2024-02-07 12:31:47
a7fb530f-30ed-4ee2-81ad-936fdcbe1af5,plastik,2013-01-15 16:17:39,2011-01-03 12:41:02,2024-04-10 22:46:41
f4e9b522-a8fb-4991-bb49-16ab672112e1,plastik,1982-12-20 02:43:21,1995-04-07 06:22:36,2024-05-11 11:17:44
fb6ed8ec-f94b-4bbd-969f-2af254736dbc,sisa makanan,2011-12-16 07:52:17,1983-12-21 06:12:55,2024-03-05 05:46:39
731e02a2-38ac-4c24-87a8-5508d2a379f3,limbah berbahaya,1988-01-13 02:13:04,1991-03-25 15:54:51,2024-05-20 19:25:42
73009402-e5a4-4901-aca9-ae93390b60a9,kertas,2014-09-04 09:46:51,1986-06-25 17:42:26,2024-02-07 09:01:56
4b16f99d-8ded-4f35-b234-c25321d743e3,baterai,2004-07-22 21:49:10,1994-05-01 06:43:55,2024-05-12 19:28:14
1ec22bdf-2018-4e9e-9404-469a845b075e,besi,1993-03-10 00:20:55,2005-08-29 07:14:21,2024-06-02 18:56:23
8a07734a-0999-4027-946a-47b43f96af13,kayu,2023-08-03 22:22:18,1982-09-10 17:25:56,2024-04-17 18:03:35
a8d0c122-5cfa-4154-91c6-6b72ea6e9a2d,baterai,1972-05-19 00:58:06,2014-09-21 14:19:24,2024-02-26 05:13:11
b762635e-73a1-434f-b0a9-f75e4e04193c,kertas,2006-11-04 04:04:25,2005-08-07 20:50:14,2024-05-25 17:01:09
5b516a9a-31f1-49cc-be2f-16a9ae7e3b55,baterai,2006-10-01 21:13:00,2024-04-16 06:43:08,2024-04-26 06:28:17
65a312f7-d5bd-4bbc-8363-a583bbe8df27,limbah beracun,1982-12-31 22:41:18,2012-07-19 21:59:28,2024-01-08 05:36:28
ad817114-3c71-4b42-bfe4-5f82bb019c5e,kertas,2016-03-25 09:04:00,2004-02-06 13:09:34,2024-01-14 16:35:01
920cca00-39c6-4d1b-b5e3-c0a5a5a85e80,kayu,2010-09-16 12:45:38,1988-10-05 20:18:25,2024-04-28 17:26:11
e55c3f98-d94e-4a33-813c-2ea71eaa3a2b,limbah berbahaya,2014-08-03 01:08:59,1983-11-14 16:32:35,2024-04-02 06:35:10
8c96a888-d81b-43f6-b34d-32a5b676532c,baterai,2002-02-16 04:27:36,1991-04-08 14:57:12,2024-03-29 05:36:21
b1027f0a-5865-4ca8-824d-1dbc45f7d962,plastik,1991-09-24 15:28:01,1983-08-06 03:59:47,2024-03-14 18:38:50
cf1db659-da35-40bb-9f51-a8bd46f6eb69,baterai,1992-09-23 04:57:33,2013-12-05 09:42:34,2024-04-22 11:44:35
9139acf7-d8d1-47d9-98d1-a975c5415e0d,besi,2012-07-05 06:32:03,1975-12-03 09:01:31,2024-03-25 00:35:51
ea53f9d1-027d-4a32-8645-58844c03eb73,plastik,1988-04-29 21:56:30,1987-04-15 04:21:35,2024-02-26 17:23:04
d721e596-762c-4e0a-8a54-9ac9671c8180,baterai,1984-12-07 15:06:50,1977-01-31 07:07:56,2024-04-04 18:30:36
50b2d203-6424-445c-a2df-b7eb10f4bba8,besi,1996-11-11 10:46:55,1971-07-31 06:30:53,2024-01-20 23:17:20
373e5004-1467-424e-9d57-17e1eea26552,besi,1973-05-12 19:26:00,2015-06-24 17:19:22,2024-02-02 23:25:35
999c7a48-e489-4757-a97e-81489287bed6,limbah beracun,1972-02-05 12:40:49,1973-06-11 14:24:35,2024-02-19 15:34:37
d4dc1e6b-ccd7-406b-8452-800a802c38fd,sisa makanan,1977-03-07 12:57:29,2013-03-17 17:59:43,2024-05-23 16:47:41
c56a3f70-5cf7-4245-a744-68a8b53e7b10,sisa makanan,2019-01-16 23:38:55,1999-03-31 10:34:34,2024-03-16 10:02:25
7e41d880-df79-40e4-9fc6-e00b884a73e1,limbah beracun,1990-12-26 09:52:55,1981-04-21 00:46:12,2024-05-20 08:15:47
558a498f-b38a-46ea-becf-27bd35c1890f,baterai,1998-06-01 21:58:24,2011-04-25 21:47:11,2024-01-15 19:12:10
06fce2ab-7fe4-4555-8723-e5fdc693ce89,limbah beracun,2004-03-21 13:43:08,1997-07-24 16:41:10,2024-02-21 12:46:18
9d480e7b-d2e0-438c-b4d7-982da63076ce,kayu,2000-10-27 22:55:16,2014-04-12 02:31:54,2024-02-27 06:59:40
f283a90c-04e0-40a0-8649-53b705c95c98,plastik,1980-06-27 00:28:11,1988-11-23 01:48:10,2024-02-22 17:48:58
4d79e4e1-fcb3-489d-b7d1-a49179481f50,baterai,1993-07-30 05:39:37,2023-09-25 03:49:11,2024-01-25 14:22:46
90707a22-b010-4b62-8f18-4db889efe33f,kaca,1990-07-28 10:26:51,1971-05-21 04:20:46,2024-02-29 16:58:18
e2c1ac15-1db4-4a84-829c-943d9e555a85,plastik,2002-03-23 03:03:02,1984-01-20 19:39:25,2024-02-01 18:00:06
0d5fd77e-c7e6-4ff7-b2c1-c519b9b69466,sisa makanan,2002-03-01 08:52:27,1981-10-19 07:14:30,2024-04-05 10:24:19
419cb4b8-e294-45a6-8aa4-8f4ebc7cf638,limbah beracun,2011-02-09 07:00:34,2020-10-04 12:00:27,2024-01-16 21:45:27
5581c3c0-7012-4339-9bac-07e09d95fcf0,besi,2006-09-14 23:41:42,2013-07-31 17:06:51,2024-03-15 05:21:26
d0e63b73-2f39-4444-8510-3a6f852ba393,plastik,2003-03-07 01:15:24,1999-12-20 14:36:08,2024-02-17 11:25:00
e12f8c1b-3803-4619-b233-0a61981158f7,tak terdeteksi,1982-08-21 15:06:44,1981-05-16 14:57:08,2024-05-20 03:07:22
0e49700a-de55-4178-92d6-2bf94613e935,sisa makanan,1985-11-08 21:10:14,2001-07-23 09:09:36,2024-04-08 08:40:54
1a492473-08a7-4e45-8f76-b1dcc66e012c,limbah beracun,2004-07-25 17:40:51,1984-08-17 00:37:13,2024-05-10 23:52:14
678877de-477c-4243-b66a-e03bfa79f98c,kertas,2008-07-04 12:28:27,2000-03-20 22:20:03,2024-01-07 15:47:44
ba6b54cb-bfc6-4850-8055-1b6eca1a6f92,limbah beracun,1972-03-03 18:50:52,1972-10-13 18:09:17,2024-01-23 06:23:56
620437d3-c72e-4694-b5e9-f238e8400969,sisa makanan,1970-01-29 04:32:55,1976-08-21 14:13:29,2024-05-31 19:15:35
e34d7106-900d-45f8-8938-63b940cd3a3b,kayu,2012-09-29 16:27:06,1973-01-21 21:41:30,2024-02-06 23:29:24
4bc1c140-6042-43c3-a3ae-c935a1610309,baterai,1985-10-04 18:37:02,1982-10-21 10:12:37,2024-04-04 03:41:31
d9573ee1-51d6-4ade-b8b6-354346653f96,limbah beracun,2011-12-20 02:00:20,2024-02-29 11:34:18,2024-02-12 09:07:43
411ea036-aa93-4261-a425-09b4e5cf6e0e,tak terdeteksi,2021-10-01 13:27:22,2005-05-09 18:17:20,2024-03-19 07:24:27
422da49d-d604-422a-b535-f1fba17ee846,limbah beracun,2020-04-15 05:44:57,2011-02-22 21:43:15,2024-05-05 03:57:08
d093fc29-8929-4262-8da0-236f81931180,kaca,1988-12-10 17:47:55,2021-05-27 14:44:10,2024-02-07 08:11:17
3b46366a-2079-4059-933c-9f673f7a9234,limbah beracun,1983-11-12 23:59:09,1996-03-10 20:50:29,2024-01-28 17:44:23
8483ca93-91a3-400d-95af-ba505b3dc5ac,sisa makanan,1997-04-25 19:02:28,1981-04-01 16:13:45,2024-01-24 09:10:51
067345ce-80b0-4662-afc8-83d496f821b6,kertas,1990-12-23 20:47:39,2000-11-26 11:14:23,2024-03-04 07:24:19
05d476ec-8363-420d-88f0-3d32323136cb,sisa makanan,2010-08-22 01:23:28,1970-12-12 09:27:11,2024-05-13 07:45:21
c07b97c9-a619-41d4-bb00-76f7a2e60702,kayu,1981-04-21 03:23:00,2005-09-17 11:02:56,2024-05-06 02:20:31
63c8afa5-e509-42e2-a90a-3351dc54cc1b,kayu,2013-12-05 02:42:38,2014-02-02 01:55:55,2024-01-28 16:52:20
db722186-7ed3-4da3-a7ce-ed3ba95d3c1a,baterai,2022-07-20 05:41:45,2013-07-04 01:16:56,2024-01-20 11:08:30
6fc245c5-e0e1-4393-be8c-e00a8ae0f2e5,baterai,2020-02-01 11:47:34,2020-06-20 22:03:58,2024-05-14 00:59:38
d2f691ea-ed41-494b-a7f4-164ed843bfab,tak terdeteksi,2008-01-02 04:13:37,1976-03-19 09:57:02,2024-04-06 04:45:57
3e3d3101-4d2e-41b6-8f7e-c924907ac89d,tak terdeteksi,2015-06-26 09:59:07,2013-05-22 05:49:30,2024-03-10 19:10:37
ebe8bdda-7608-465c-99df-acd6307fee2a,kertas,2022-04-05 16:56:20,2003-11-06 00:11:29,2024-04-02 15:36:06
ef39ccd2-a22a-48ef-ac11-975cd486327a,limbah berbahaya,2013-08-11 14:20:12,1990-04-21 01:47:56,2024-04-22 12:26:28
994d30aa-71f8-4474-9aa0-5a5d25ba1297,limbah beracun,2012-10-03 06:16:00,1979-06-29 03:59:28,2024-04-24 13:54:41
